journey,journey_count,distance_in_meters,av_duration_s,clean_text,cluster
"Bayswater Road, Hyde Park to Broadwick Street, Soho",419,2694.1374345542818,2063.8949880668256,bayswater road hyde park to broadwick street soho,0
"Exhibition Road Museums 2, South Kensington to Bayswater Road, Hyde Park",419,1778.2660691358017,1274.17661097852,exhibition road museums  south kensington to bayswater road hyde park,1
"Hyde Park Corner, Hyde Park to Bevington Road West, North Kensington",419,4327.037641391505,2476.09307875895,hyde park corner hyde park to bevington road west north kensington,1
"Percival Street, Finsbury to Hatton Garden, Holborn",419,908.8598173154493,606.7780429594272,percival street finsbury to hatton garden holborn,2
"Silverthorne Road, Battersea to Fulham Broadway, Walham Green",419,3285.161119340881,1243.293556085919,silverthorne road battersea to fulham broadway walham green,0
"Graham Street, Angel to Waterloo Station 3, Waterloo",419,3330.9473165944655,1322.7875894988067,graham street angel to waterloo station  waterloo,2
"Waterloo Road, South Bank to Houndsditch, Aldgate",419,2698.667062719546,959.7136038186154,waterloo road south bank to houndsditch aldgate,2
"Wardour Street, Soho to Baylis Road, Waterloo",419,1985.1677924203227,1182.1885441527452,wardour street soho to baylis road waterloo,2
"Kennington Station, Kennington to Courland Grove, Wandsworth Road",419,2551.307236463719,959.331742243437,kennington station kennington to courland grove wandsworth road,0
"Waterloo Station 2, Waterloo to Rathbone Street, Fitzrovia",419,2177.764559104518,863.257756563246,waterloo station  waterloo to rathbone street fitzrovia,2
"Clarendon Road, Avondale to North Wharf Road, Paddington",419,2491.4883765372097,1144.1527446300715,clarendon road avondale to north wharf road paddington,0
"King Edward Walk, Waterloo to Newgate Street , St. Paul's",419,2107.7399034775685,783.7708830548927,king edward walk waterloo to newgate street  st pauls,2
"Turquoise Island, Notting Hill to Hinde Street, Marylebone",419,3395.975058566113,1453.5704057279236,turquoise island notting hill to hinde street marylebone,2
"South Kensington Station, South Kensington to Sandilands Road, Walham Green",419,2624.866409975899,1087.6682577565632,south kensington station south kensington to sandilands road walham green,1
"Denyer Street, Knightsbridge to World's End Place, West Chelsea",419,1679.032246214564,955.589498806683,denyer street knightsbridge to worlds end place west chelsea,0
"Commercial Street, Shoreditch to Liverpool Road (N1 Centre), Angel",419,2624.4980374898223,1295.3603818615754,commercial street shoreditch to liverpool road n centre angel,2
"Brick Lane Market, Shoreditch to Flamborough Street, Limehouse",419,2506.757580006866,1511.6658711217185,brick lane market shoreditch to flamborough street limehouse,2
"Gloucester Road (North), Kensington to Wellington Arch, Hyde Park",419,2431.5503647457404,1620.53937947494,gloucester road north kensington to wellington arch hyde park,1
"Swan Street, The Borough to Great Tower Street, Monument",419,1319.4879474469244,718.4630071599047,swan street the borough to great tower street monument,2
"Shoreditch Court, Haggerston to Whiston Road, Haggerston",419,660.8769659832951,605.8711217183767,shoreditch court haggerston to whiston road haggerston,0
"Normand Park, West Kensington to Star Road, West Kensington",419,319.3839286553324,2837.28878281623,normand park west kensington to star road west kensington,1
"Tallis Street, Temple to Brushfield Street, Liverpool Street",419,2095.149147266992,930.8448687350833,tallis street temple to brushfield street liverpool street,2
"Simpson Street, Clapham Junction to Oxford Road, Putney",419,3110.6653887274956,1159.0095465393797,simpson street clapham junction to oxford road putney,0
"Bolsover Street, Fitzrovia to George Place Mews, Marylebone",419,1252.288206365288,643.3890214797134,bolsover street fitzrovia to george place mews marylebone,2
"Regent's Row , Haggerston  to Here East South, Queen Elizabeth Olympic Park",419,3142.1450773202178,1908.9713603818616,regents row  haggerston  to here east south queen elizabeth olympic park,0
"Pont Street, Knightsbridge to Eaton Square (South), Belgravia",419,565.8014275826886,927.5202863961813,pont street knightsbridge to eaton square south belgravia,2
"Courland Grove, Wandsworth Road to Curlew Street, Shad Thames",419,5170.933082519762,1612.8496420047727,courland grove wandsworth road to curlew street shad thames,0
"Golden Square, Soho to Eccleston Place, Victoria",419,2125.686784211236,1263.8019093078758,golden square soho to eccleston place victoria,2
"Rathbone Street, Fitzrovia to Paddington Street, Marylebone",419,1387.743382386941,640.5560859188544,rathbone street fitzrovia to paddington street marylebone,2
"Bishop's Bridge Road East, Bayswater to Hereford Road, Bayswater",419,769.4874997779903,540.7780429594271,bishops bridge road east bayswater to hereford road bayswater,0
"Tavistock Street, Covent Garden to Cheapside, Bank",419,1935.1479628361767,1550.7589498806683,tavistock street covent garden to cheapside bank,2
"Southwark Station 2, Southwark to Lower Marsh, Waterloo",419,768.3255196497857,581.2744630071599,southwark station  southwark to lower marsh waterloo,2
"LSBU (Borough Road), Elephant & Castle to Lavington Street, Bankside",419,802.3531392422108,361.03102625298334,lsbu borough road elephant  castle to lavington street bankside,2
"Cartwright Gardens , Bloomsbury to South Wharf Road, Paddington",419,3590.721697311706,1157.1288782816227,cartwright gardens  bloomsbury to south wharf road paddington,0
"Southwick Street, Paddington to Golden Square, Soho",419,2273.7845120105785,1129.8878281622913,southwick street paddington to golden square soho,2
"Macclesfield Rd, St Lukes to Snow Hill, Farringdon",419,1417.047474105397,563.8019093078759,macclesfield rd st lukes to snow hill farringdon,2
"Lancaster Gate , Bayswater to Waterloo Place, St. James's",419,3361.2803287570973,2079.73508353222,lancaster gate  bayswater to waterloo place st jamess,2
"Victoria Park Road, Hackney Central to Queen Street 1, Bank",419,3853.0387698031136,1621.9379474940326,victoria park road hackney central to queen street  bank,0
"Long Lane , Bermondsey to New Globe Walk, Bankside",419,1187.406371389961,689.0811455847254,long lane  bermondsey to new globe walk bankside,2
"Globe Town Market, Bethnal Green to Ada Street, Hackney Central",419,1164.8419086274364,1147.7517899761333,globe town market bethnal green to ada street hackney central,0
"Riverlight South, Nine Elms to Binfield Road, Stockwell",419,1448.360142025097,863.7995226730309,riverlight south nine elms to binfield road stockwell,0
"Goldsmith's Row, Haggerston to Fashion Street, Whitechapel",419,1584.390116171929,752.9307875894987,goldsmiths row haggerston to fashion street whitechapel,2
"Eastbourne Mews, Paddington to Stanhope Gate, Mayfair",419,2238.218359074591,872.9498806682577,eastbourne mews paddington to stanhope gate mayfair,0
"Holborn Circus, Holborn to British Museum, Bloomsbury",419,1115.6264586015045,747.7040572792366,holborn circus holborn to british museum bloomsbury,2
"Graham Street, Angel to Finsbury Library , Finsbury",419,725.2683572625137,544.1551312649163,graham street angel to finsbury library  finsbury,2
"Goswell Road (City Uni), Finsbury to Pitfield Street Central, Hoxton",419,1320.2781809454873,522.8520286396176,goswell road city uni finsbury to pitfield street central hoxton,2
"Albert Square, Stockwell to Union Grove, Wandsworth Road",419,1159.583157134187,792.9451073985676,albert square stockwell to union grove wandsworth road,0
"Normand Park, West Kensington to Putney Pier, Wandsworth",419,2107.335887496211,2173.441527446302,normand park west kensington to putney pier wandsworth,1
"Normandy Road, Stockwell to Kennington Station, Kennington",419,1734.3562843115817,1159.6181384248207,normandy road stockwell to kennington station kennington,0
"Seville Street, Knightsbridge to Fulham Broadway, Walham Green",419,3431.295692717276,1246.5250596658714,seville street knightsbridge to fulham broadway walham green,0
"Percival Street, Finsbury to Shoreditch Park, Hoxton",419,1403.0477807911966,814.594272076372,percival street finsbury to shoreditch park hoxton,2
"Westbridge Road, Battersea to Northfields, Wandsworth",419,2806.7964303530875,1318.570405727924,westbridge road battersea to northfields wandsworth,0
"Westferry DLR, Limehouse to Queen Street 1, Bank",419,4639.600676934936,1463.00477326969,westferry dlr limehouse to queen street  bank,2
"Chapel Place, Marylebone to Palace Gardens Terrace, Notting Hill",419,3307.164550383676,1102.7804295942722,chapel place marylebone to palace gardens terrace notting hill,2
"Rochester Row, Westminster to Storey's Gate, Westminster",419,673.8003237370319,1061.3603818615754,rochester row westminster to storeys gate westminster,2
"Cloudesley Road, Angel to Baldwin Street, St. Luke's",419,1637.521583600782,647.08830548926,cloudesley road angel to baldwin street st lukes,2
"Finsbury Square , Moorgate to Tower Gardens , Tower",419,1455.5090173640071,1248.811455847255,finsbury square  moorgate to tower gardens  tower,2
"Wardour Street, Soho to Finsbury Leisure Centre, St. Luke's",419,2960.436926914305,1085.7708830548927,wardour street soho to finsbury leisure centre st lukes,2
"Harriet Street, Knightsbridge to Park Lane, Mayfair",419,824.842477435755,1364.2100238663486,harriet street knightsbridge to park lane mayfair,0
"Fisherman's Walk West, Canary Wharf to Dock Street, Wapping",419,3153.247525978183,1307.7494033412886,fishermans walk west canary wharf to dock street wapping,2
"Cotton Garden Estate, Kennington to Black Prince Road, Vauxhall",419,733.1696391764016,501.1431980906922,cotton garden estate kennington to black prince road vauxhall,0
"Hammersmith Town Hall, Hammersmith to Finlay Street, Fulham",419,5362.340005759132,947.1002386634844,hammersmith town hall hammersmith to finlay street fulham,0
"Frith Street, Soho to Great Percy Street, Clerkenwell",419,2067.9478209600916,1096.7088305489265,frith street soho to great percy street clerkenwell,2
"Rampayne Street, Pimlico to Hop Exchange, The Borough",419,3276.905041132082,1527.5966587112173,rampayne street pimlico to hop exchange the borough,2
"Margery Street, Clerkenwell to Doric Way , Somers Town",419,1393.289145384927,1029.7207637231502,margery street clerkenwell to doric way  somers town,2
"Frith Street, Soho to Waterloo Bridge, South Bank",419,1489.5760211777622,988.7708830548925,frith street soho to waterloo bridge south bank,2
"Wright's Lane, Kensington to Falcon Road, Clapham Junction",419,4084.947567354172,1338.8496420047727,wrights lane kensington to falcon road clapham junction,1
"Wells Street, Fitzrovia to Portman Square, Marylebone",419,1214.2494356719797,678.9307875894984,wells street fitzrovia to portman square marylebone,2
"Black Lion Gate, Kensington Gardens to Ravenscourt Park Station, Hammersmith",419,3809.3273504056992,2901.8066825775645,black lion gate kensington gardens to ravenscourt park station hammersmith,1
"Chelsea Green, Chelsea to Cadogan Place, Knightsbridge",419,729.7092589856792,708.6634844868735,chelsea green chelsea to cadogan place knightsbridge,0
"Chelsea Bridge, Pimlico to Ormonde Gate, Chelsea",419,915.1599939868316,795.778042959427,chelsea bridge pimlico to ormonde gate chelsea,0
"Drury Lane, Covent Garden to Lincoln's Inn Fields, Holborn",419,320.41505722773235,676.8544152744629,drury lane covent garden to lincolns inn fields holborn,2
"Bancroft Road, Bethnal Green to Rectory Square, Stepney",419,893.6456973672955,717.9164677804295,bancroft road bethnal green to rectory square stepney,0
"London Zoo Car Park, The Regent's Park to Warwick Avenue Station, Maida Vale",419,2775.332834066297,1572.8782816229111,london zoo car park the regents park to warwick avenue station maida vale,0
"Winsland Street, Paddington to Euston Road, Euston",419,2689.016978034262,1000.6992840095468,winsland street paddington to euston road euston,2
"Percival Street, Finsbury to Pitfield Street North,Hoxton",419,1720.2338411544984,919.6085918854412,percival street finsbury to pitfield street northhoxton,2
"Phene Street, Chelsea to South Parade, Chelsea",419,676.9090435042815,933.3627684964205,phene street chelsea to south parade chelsea,0
"Ram Street, Wandsworth to Parsons Green Station, Parsons Green",419,2067.2387612709817,881.5990453460616,ram street wandsworth to parsons green station parsons green,0
"George Street, Marylebone to Eastbourne Mews, Paddington",419,1737.7676272787735,763.45584725537,george street marylebone to eastbourne mews paddington,2
"Howick Place, Westminster to Union Grove, Wandsworth Road",419,2662.4923283420785,1092.3269689737467,howick place westminster to union grove wandsworth road,0
"Great Suffolk Street, The Borough to Tyers Gate, Bermondsey",419,1189.6233505553184,653.4821002386636,great suffolk street the borough to tyers gate bermondsey,2
"Royal Avenue 1, Chelsea to Warwick Square, Pimlico",419,1440.3658253790918,629.9451073985683,royal avenue  chelsea to warwick square pimlico,0
"Braham Street, Aldgate to Stamford Street, South Bank",419,2805.230878525801,1020.1789976133653,braham street aldgate to stamford street south bank,2
"Hyde Park Corner, Hyde Park to South Audley Street, Mayfair",419,696.9447845001544,1658.875894988067,hyde park corner hyde park to south audley street mayfair,0
"Clifton Road, Maida Vale to Greenland Road, Camden Town",419,3020.1615384756856,1623.293556085919,clifton road maida vale to greenland road camden town,0
"Ravenscourt Park Station, Hammersmith to Fulham Broadway, Walham Green",419,3353.665049573966,2011.186157517899,ravenscourt park station hammersmith to fulham broadway walham green,0
"Flamborough Street, Limehouse to St. Mary Axe, Aldgate",419,2887.7319853331046,1017.5656324582336,flamborough street limehouse to st mary axe aldgate,2
"Parsons Green Station, Parsons Green to Natural History Museum, South Kensington",419,2776.7441454334116,1083.1670644391402,parsons green station parsons green to natural history museum south kensington,1
"Queensway, Kensington Gardens to Storey's Gate, Westminster",419,4134.177084758749,2151.4081145584723,queensway kensington gardens to storeys gate westminster,1
"Moor Street, Soho to New Inn Yard, Shoreditch",419,3725.755329996651,1244.5298329355603,moor street soho to new inn yard shoreditch,2
"Goldsmith's Row, Haggerston to Whiston Road, Haggerston",419,769.2618882369725,973.9307875894989,goldsmiths row haggerston to whiston road haggerston,0
"Poured Lines, Bankside to Waterloo Station 2, Waterloo",419,776.0128147209382,519.2577565632457,poured lines bankside to waterloo station  waterloo,2
"Bath Street, St. Luke's to Worship Street, Shoreditch",419,908.495798506106,411.98090692124106,bath street st lukes to worship street shoreditch,2
"Greenland Road, Camden Town to Bethnal Green Road, Shoreditch",419,4941.044602459897,1955.2863961813848,greenland road camden town to bethnal green road shoreditch,0
"Putney Bridge Station, Fulham to Limerston Street, West Chelsea",419,2745.355429618327,1048.052505966587,putney bridge station fulham to limerston street west chelsea,0
"Gloucester Street, Pimlico to Waterloo Place, St. James's",419,1825.308039555504,1219.4439140811453,gloucester street pimlico to waterloo place st jamess,2
"Northington Street , Holborn to Great Titchfield Street, Fitzrovia",419,1898.444356220788,742.5823389021475,northington street  holborn to great titchfield street fitzrovia,2
"Alma Road, Wandsworth to Battersea Power Station, Battersea Park",419,3827.6210294704897,1563.1455847255368,alma road wandsworth to battersea power station battersea park,0
"Hartington Road, Stockwell to Kennington Cross, Kennington",419,1630.3110821582443,1029.3412887828165,hartington road stockwell to kennington cross kennington,0
"Newgate Street , St. Paul's to Sardinia Street, Holborn",418,1315.7936784541007,850.8014354066986,newgate street  st pauls to sardinia street holborn,2
"Goldsmith's Row, Haggerston to Roscoe Street, St. Luke's",418,2231.2649556826404,881.7583732057418,goldsmiths row haggerston to roscoe street st lukes,2
"Warwick Avenue Station, Maida Vale to St. George Street, Mayfair",418,3110.583612730122,1171.8540669856463,warwick avenue station maida vale to st george street mayfair,2
"Lincoln's Inn Fields, Holborn to Howland Street, Fitzrovia",418,1528.0589437419935,703.8421052631577,lincolns inn fields holborn to howland street fitzrovia,2
"Irene Road, Parsons Green to William IV Street, Strand",418,6386.352572165496,1583.4043062200956,irene road parsons green to william iv street strand,0
"Normand Park, West Kensington to Warwick Road, Olympia",418,1370.9535511198253,707.476076555024,normand park west kensington to warwick road olympia,1
"Cadogan Gardens, Chelsea to Exhibition Road, Knightsbridge",418,1309.0461643477418,851.9066985645933,cadogan gardens chelsea to exhibition road knightsbridge,0
"Godliman Street, St. Paul's to Queen Street 2, Bank",418,443.398693870665,1198.435406698564,godliman street st pauls to queen street  bank,2
"Durant Street, Bethnal Green to Nesham Street, Wapping",418,2398.161710338153,843.3564593301435,durant street bethnal green to nesham street wapping,2
"Regent's Row , Haggerston to Pitfield Street Central, Hoxton",418,1468.0952930685826,683.6842105263156,regents row  haggerston to pitfield street central hoxton,2
"St. George Street, Mayfair to Northumberland Avenue, Strand",418,1441.25941251239,1223.7272727272723,st george street mayfair to northumberland avenue strand,2
"Bouverie Street, Temple to Newgate Street , St. Paul's",418,652.7370077881163,521.8325358851672,bouverie street temple to newgate street  st pauls,2
"Abingdon Green, Westminster to Caldwell Street, Stockwell",418,2297.515993755278,1559.2942583732058,abingdon green westminster to caldwell street stockwell,0
"Vereker Road, West Kensington to Holy Trinity Brompton, Knightsbridge",418,2921.57921883105,912.2392344497608,vereker road west kensington to holy trinity brompton knightsbridge,1
"Blackfriars Station, St. Paul's to Somerset House, Strand",418,1030.2968719340934,693.8755980861245,blackfriars station st pauls to somerset house strand,2
"Wandsworth Rd, Isley Court, Wandsworth Road to Simpson Street, Clapham Junction",418,2008.945554973027,876.1794258373207,wandsworth rd isley court wandsworth road to simpson street clapham junction,0
"South Wharf Road, Paddington to Wren Street, Holborn",418,4196.630997847134,1348.459330143541,south wharf road paddington to wren street holborn,2
"Great Tower Street, Monument to Frith Street, Soho",418,3349.920790276336,1819.1411483253587,great tower street monument to frith street soho,2
"Monier Road, Hackney Wick to Globe Town Market, Bethnal Green",418,2198.3056420043126,1653.2966507177034,monier road hackney wick to globe town market bethnal green,0
"Twig Folly Bridge, Mile End to Bell Lane, Liverpool Street",418,2699.9135685573297,885.5598086124403,twig folly bridge mile end to bell lane liverpool street,2
"Albert Gate, Hyde Park to Hop Exchange, The Borough",418,4619.155293100965,3531.8684210526317,albert gate hyde park to hop exchange the borough,0
"Falkirk Street, Hoxton to Regent's Row , Haggerston",418,1222.6720469628146,1228.708133971293,falkirk street hoxton to regents row  haggerston,2
"Foley Street, Fitzrovia to Craven Street, Strand",418,1587.2515186996452,915.7894736842109,foley street fitzrovia to craven street strand,2
"Durant Street, Bethnal Green to Fashion Street, Whitechapel",418,1268.8128425573238,651.0095693779905,durant street bethnal green to fashion street whitechapel,2
"Commercial Street, Shoreditch to Windsor Terrace, Hoxton",418,1514.0100563929775,596.0956937799045,commercial street shoreditch to windsor terrace hoxton,2
"Bell Lane, Liverpool Street to Wellington Row, Bethnal Green",418,1267.6244939189353,741.5813397129184,bell lane liverpool street to wellington row bethnal green,2
"Sumner Place, South Kensington to Surrey Lane, Battersea",418,1839.5282670715812,683.244019138756,sumner place south kensington to surrey lane battersea,1
"Upcerne Road, West Chelsea to Phene Street, Chelsea",418,1258.8442266065497,524.7679425837323,upcerne road west chelsea to phene street chelsea,0
"Bermondsey Street, Bermondsey to Caldwell Street, Stockwell",418,3284.5255636071092,1277.0454545454545,bermondsey street bermondsey to caldwell street stockwell,2
"Islington Green, Angel to Westminster University, Marylebone",418,3924.768196752957,1350.0334928229663,islington green angel to westminster university marylebone,2
"Natural History Museum, South Kensington to St. James's Square, St. James's",418,3346.65291154909,1610.327751196172,natural history museum south kensington to st jamess square st jamess,1
"Hoxton Station, Hoxton to Wormwood Street, Liverpool Street",418,1721.0456953916744,627.5574162679425,hoxton station hoxton to wormwood street liverpool street,2
"Hortensia Road, West Brompton to Putney Bridge Station, Fulham",418,2252.393593441824,988.9521531100472,hortensia road west brompton to putney bridge station fulham,0
"Northumberland Avenue, Strand to Tate Modern, Bankside",418,1722.9803961906027,1347.9377990430628,northumberland avenue strand to tate modern bankside,2
"Ethelburga Estate, Battersea Park to William Morris Way, Sands End",418,1648.567484787791,1154.7846889952148,ethelburga estate battersea park to william morris way sands end,0
"Bayswater Road, Hyde Park to Charles II Street, West End",418,2963.204875940217,2344.648325358851,bayswater road hyde park to charles ii street west end,0
"Alderney Street, Pimlico to Phene Street, Chelsea",418,1912.6259409574025,744.5765550239236,alderney street pimlico to phene street chelsea,2
"Newgate Street , St. Paul's to Euston Road, Euston",418,2738.459926276775,1560.5622009569383,newgate street  st pauls to euston road euston,2
"Parkway, Camden Town to Newgate Street , St. Paul's",418,4048.369198936048,1362.2272727272723,parkway camden town to newgate street  st pauls,2
"Millbank Tower, Pimlico to Rochester Row, Westminster",418,807.981476635523,690.4521531100479,millbank tower pimlico to rochester row westminster,2
"Furze Green, Bow to York Hall, Bethnal Green",418,2621.0013682094445,1184.3540669856463,furze green bow to york hall bethnal green,0
"Ethelburga Estate, Battersea Park to Hortensia Road, West Brompton",418,1503.4536563041972,1205.8444976076553,ethelburga estate battersea park to hortensia road west brompton,0
"Victoria Park Road, Hackney Central to Leman Street, Aldgate",418,2879.2559879448568,2471.5263157894733,victoria park road hackney central to leman street aldgate,0
"St. Martin's Street, West End to William IV Street, Strand",418,345.0007134825048,1839.423444976076,st martins street west end to william iv street strand,2
"Wardour Street, Soho to St. Chad's Street, King's Cross",418,2126.3870920706786,1089.2272727272723,wardour street soho to st chads street kings cross,2
"Howick Place, Westminster to Gaywood  Street, Elephant & Castle",418,2392.3839583760623,1616.5645933014357,howick place westminster to gaywood  street elephant  castle,2
"St. Chad's Street, King's Cross to Good's Way, King's Cross",418,585.8376881440524,650.0430622009566,st chads street kings cross to goods way kings cross,2
"Bricklayers Arms, Borough to Wood Street, Guildhall",418,2503.5041833528285,824.8564593301435,bricklayers arms borough to wood street guildhall,2
"Queen Mother Sports Centre, Victoria to North Audley Street, Mayfair",418,2349.828074327789,1422.430622009569,queen mother sports centre victoria to north audley street mayfair,2
"Tysoe Street, Clerkenwell to Ada Street, Hackney Central",418,3540.559423795043,1445.913875598086,tysoe street clerkenwell to ada street hackney central,2
"Queen's Gate (Central), South Kensington to Curzon Street, Mayfair",418,2699.232216962082,972.4545454545456,queens gate central south kensington to curzon street mayfair,1
"Finsbury Circus, Liverpool Street to Kennington Lane Rail Bridge, Vauxhall",418,4221.4096094880515,1537.9641148325366,finsbury circus liverpool street to kennington lane rail bridge vauxhall,2
"Broadwick Street, Soho to Wellington Street , Strand",418,1123.5380670638656,1016.5909090909092,broadwick street soho to wellington street  strand,2
"Abbey Orchard Street, Westminster to Caldwell Street, Stockwell",418,2501.3073849577936,925.5789473684208,abbey orchard street westminster to caldwell street stockwell,2
"Ada Street, Hackney Central to Chadwell Street, Angel",418,3241.900737525281,1252.1124401913871,ada street hackney central to chadwell street angel,2
"Bayswater Road, Hyde Park to Hop Exchange, The Borough",418,5776.558419907685,3203.9066985645936,bayswater road hyde park to hop exchange the borough,0
"Blackfriars Road, Southwark to Clerkenwell Green, Clerkenwell",418,1979.200193219306,711.1913875598086,blackfriars road southwark to clerkenwell green clerkenwell,0
"Hampstead Road, Euston to Finsbury Leisure Centre, St. Luke's",418,2900.1108531483064,1083.6244019138755,hampstead road euston to finsbury leisure centre st lukes,2
"Tower Gardens , Tower to Earnshaw Street , Covent Garden",418,3749.1563931406354,1915.122009569378,tower gardens  tower to earnshaw street  covent garden,2
"Queen Street 2, Bank to Riverlight North, Nine Elms",418,4382.488289076977,1456.9999999999998,queen street  bank to riverlight north nine elms,2
"Fisherman's Walk West, Canary Wharf to Newby Place, Poplar",418,787.8482091796456,956.5933014354068,fishermans walk west canary wharf to newby place poplar,0
"Great Russell Street, Bloomsbury to Howland Street, Fitzrovia",418,853.4687270252527,553.2870813397133,great russell street bloomsbury to howland street fitzrovia,2
"Bishop's Bridge Road West, Bayswater to Park Lane , Hyde Park",418,2165.4213785010043,2002.4760765550232,bishops bridge road west bayswater to park lane  hyde park,0
"Warwick Road, Olympia to Addison Road, Holland Park",418,919.9617724758285,636.6315789473684,warwick road olympia to addison road holland park,0
"Serpentine Car Park, Hyde Park to Limerston Street, West Chelsea",418,2232.297418284512,1038.4497607655508,serpentine car park hyde park to limerston street west chelsea,0
"Doddington Grove, Kennington to Riverlight South, Nine Elms",418,2516.5958080276764,945.6363636363636,doddington grove kennington to riverlight south nine elms,0
"Strata, Elephant & Castle to Cheapside, Bank",418,2364.1643420771293,1278.8181818181818,strata elephant  castle to cheapside bank,2
"Russell Gardens, Olympia to Abingdon Villas, Kensington",418,1019.2273499169723,489.9114832535885,russell gardens olympia to abingdon villas kensington,1
"Queen Street 2, Bank to Strata, Elephant & Castle",418,2066.573453788133,838.7607655502392,queen street  bank to strata elephant  castle,2
"Leonard Circus , Shoreditch to Hoxton Street, Hoxton",418,621.470611156561,854.294258373206,leonard circus  shoreditch to hoxton street hoxton,2
"Humbolt Road, Fulham to Ravenscourt Park Station, Hammersmith",418,2114.7687688690335,2552.227272727274,humbolt road fulham to ravenscourt park station hammersmith,0
"Bank of England Museum, Bank to Goswell Road (City Uni), Finsbury",418,1794.6527769107436,648.6124401913876,bank of england museum bank to goswell road city uni finsbury,2
"Drury Lane, Covent Garden to Bedford Way, Bloomsbury",418,1077.706461047664,779.5,drury lane covent garden to bedford way bloomsbury,2
"City Road, Angel to East Road, Hoxton",418,898.5406096881129,508.1578947368422,city road angel to east road hoxton,0
"Haggerston Road, Haggerston to Clarkson Street, Bethnal Green",418,1582.186639890862,667.2464114832536,haggerston road haggerston to clarkson street bethnal green,0
"Christopher Street, Liverpool Street to Old Street Station, St. Luke's",418,583.0844214089947,425.9952153110048,christopher street liverpool street to old street station st lukes,2
"Clerkenwell Green, Clerkenwell to Sun Street, Liverpool Street",418,1490.0377661609384,667.8947368421054,clerkenwell green clerkenwell to sun street liverpool street,2
"Albert Gate, Hyde Park to Gloucester Terrace, Bayswater",418,2641.494060352939,1462.6507177033488,albert gate hyde park to gloucester terrace bayswater,0
"York Hall, Bethnal Green to East Village, Queen Elizabeth Olympic Park",418,3720.6219247420354,1756.0598086124403,york hall bethnal green to east village queen elizabeth olympic park,0
"Bank of England Museum, Bank to Hatton Wall, Holborn",418,1685.5120205066378,737.2511961722485,bank of england museum bank to hatton wall holborn,2
"Sancroft Street, Vauxhall to Lambeth Palace Road, Waterloo",418,1184.192291603953,509.4258373205743,sancroft street vauxhall to lambeth palace road waterloo,0
"Bayswater Road, Hyde Park to Elizabeth Bridge, Victoria",418,2864.841982143695,1713.897129186603,bayswater road hyde park to elizabeth bridge victoria,0
"Bolsover Street, Fitzrovia to Drury Lane, Covent Garden",418,1771.2440360090518,1242.9043062200951,bolsover street fitzrovia to drury lane covent garden,2
"Queen Street 1, Bank to Worship Street, Shoreditch",418,1454.631440567199,550.1913875598084,queen street  bank to worship street shoreditch,2
"Howland Street, Fitzrovia to Greenland Road, Camden Town",418,2021.9094436071623,1158.4258373205744,howland street fitzrovia to greenland road camden town,2
"Albert Gate, Hyde Park to Ebury Bridge, Pimlico",418,1527.173391716173,1364.2105263157896,albert gate hyde park to ebury bridge pimlico,0
"Crinan Street, King's Cross to Wren Street, Holborn",418,1175.6755480647078,543.7296650717703,crinan street kings cross to wren street holborn,2
"Brushfield Street, Liverpool Street to Cadogan Close, Victoria Park",418,4332.582201976107,3121.2918660287073,brushfield street liverpool street to cadogan close victoria park,2
"Park Road (Baker Street), The Regent's Park to Albert Gate, Hyde Park",418,2398.0228007917012,2110.791866028708,park road baker street the regents park to albert gate hyde park,0
"Frith Street, Soho to Park Lane , Hyde Park",418,1835.9107987495977,2086.739234449761,frith street soho to park lane  hyde park,0
"Broadwick Street, Soho to Clerkenwell Green, Clerkenwell",418,2386.7623963158467,942.7057416267941,broadwick street soho to clerkenwell green clerkenwell,2
"Harrowby Street, Marylebone to Lord's, St. John's Wood",418,1392.7846265322842,545.8851674641147,harrowby street marylebone to lords st johns wood,2
"William IV Street, Strand to Belvedere Road 1, South Bank",418,788.6971785730722,941.0502392344498,william iv street strand to belvedere road  south bank,2
"Alderney Street, Pimlico to South Lambeth Road, Vauxhall",418,1317.2394847028074,723.7320574162677,alderney street pimlico to south lambeth road vauxhall,0
"Albert Square, Stockwell to Teversham Lane, Stockwell",418,349.8493148514707,1481.3971291866028,albert square stockwell to teversham lane stockwell,0
"Orbel Street, Battersea to Sopwith Way, Battersea Park",418,1639.1831905839465,932.8708133971296,orbel street battersea to sopwith way battersea park,0
"Argyll Road, Kensington to Penywern Road, Earl's Court",418,1002.3679424957344,3876.983253588516,argyll road kensington to penywern road earls court,1
"One Tower Bridge, Bermondsey to Baylis Road, Waterloo",418,908.4471036074792,1146.545454545454,one tower bridge bermondsey to baylis road waterloo,0
"Holborn Circus, Holborn to Great Russell Street, Bloomsbury",418,1328.523995794097,987.5143540669856,holborn circus holborn to great russell street bloomsbury,2
"Bevington Road West, North Kensington to Derry Street, Kensington",418,2513.71358460191,1138.6004784688987,bevington road west north kensington to derry street kensington,1
"Queen Mary's, Mile End to Cadogan Close, Victoria Park",418,2344.2501459312775,1482.3229665071774,queen marys mile end to cadogan close victoria park,0
"Hatton Wall, Holborn to Bolsover Street, Fitzrovia",418,2403.237040889139,1047.069377990431,hatton wall holborn to bolsover street fitzrovia,2
"Hatton Wall, Holborn to Duke Street Hill, London Bridge",418,2275.9153291101393,1007.4186602870813,hatton wall holborn to duke street hill london bridge,2
