country,food_category,consumption,co2_emmission,Cluster
Ethiopia,Eggs,0.36,0.3299999999999999,0
Ethiopia,Milk - inc. cheese,44.14,62.87,0
Ethiopia,Wheat and Wheat Products,31.26,5.96,0
Ethiopia,Rice,2.25,2.88,0
Ethiopia,Soybeans,0.45,0.2,0
Ethiopia,Nuts inc. Peanut Butter,1.21,2.14,0
Myanmar,Pork,11.31,40.03,0
Myanmar,Poultry,21.87,23.49,0
Myanmar,Beef,4.94,152.44,0
Myanmar,Lamb & Goat,0.89,31.17,0
Myanmar,Fish,54.260000000000005,86.64,0
Myanmar,Eggs,6.45,5.92,0
Myanmar,Milk - inc. cheese,31.479999999999997,44.84,0
Myanmar,Wheat and Wheat Products,6.22,1.1900000000000002,0
Myanmar,Rice,132.8,169.94,0
Myanmar,Soybeans,0.38,0.17,0
Myanmar,Nuts inc. Peanut Butter,4.5,7.970000000000001,0
Congo,Pork,2.3899999999999997,8.46,0
Congo,Poultry,13.02,13.99,0
Congo,Beef,4.35,134.23,0
Congo,Lamb & Goat,0.4,14.01,0
Congo,Fish,26.22,41.86,0
Congo,Eggs,0.6,0.55,0
Congo,Milk - inc. cheese,10.69,15.23,0
Congo,Wheat and Wheat Products,40.07,7.64,0
Congo,Rice,16.51,21.130000000000003,0
Congo,Soybeans,0.0,0.0,0
Congo,Nuts inc. Peanut Butter,3.08,5.45,0
Zambia,Pork,1.66,5.88,0
Zambia,Poultry,3.29,3.53,0
Zambia,Beef,4.76,146.88000000000002,0
Zambia,Lamb & Goat,0.6799999999999999,23.81,0
Zambia,Fish,6.2,9.9,0
Zambia,Eggs,3.32,3.05,0
Zambia,Milk - inc. cheese,9.71,13.83,0
Zambia,Wheat and Wheat Products,12.1,2.3099999999999996,0
Zambia,Rice,3.05,3.9,0
Zambia,Soybeans,7.3,3.29,0
Zambia,Nuts inc. Peanut Butter,5.04,8.92,0
Cameroon,Pork,1.47,5.2,0
Cameroon,Poultry,3.29,3.53,0
Cameroon,Beef,4.17,128.68,0
Cameroon,Lamb & Goat,1.4,49.03,0
Cameroon,Fish,14.71,23.49,0
Cameroon,Eggs,0.4,0.37,0
Cameroon,Milk - inc. cheese,15.27,21.75,0
Cameroon,Wheat and Wheat Products,22.6,4.31,0
Cameroon,Rice,23.85,30.52,0
Cameroon,Soybeans,0.64,0.29,0
Cameroon,Nuts inc. Peanut Butter,9.29,16.439999999999998,0
Madagascar,Pork,2.56,9.06,0
Madagascar,Poultry,3.14,3.3699999999999997,0
Madagascar,Beef,7.51,231.74,0
Madagascar,Lamb & Goat,0.5700000000000001,19.959999999999997,0
Madagascar,Fish,4.41,7.04,0
Madagascar,Eggs,0.71,0.65,0
Madagascar,Milk - inc. cheese,24.84,35.379999999999995,0
Madagascar,Wheat and Wheat Products,9.01,1.72,0
Madagascar,Rice,102.53,131.20999999999998,0
Madagascar,Soybeans,0.0,0.0,0
Madagascar,Nuts inc. Peanut Butter,0.35,0.62,0
Malawi,Pork,5.45,19.29,0
Malawi,Poultry,1.38,1.48,0
Malawi,Beef,2.3499999999999996,72.52,0
Malawi,Lamb & Goat,2.07,72.49000000000001,0
Malawi,Fish,7.33,11.7,0
Malawi,Eggs,1.08,0.99,0
Malawi,Milk - inc. cheese,7.98,11.37,0
Malawi,Wheat and Wheat Products,11.77,2.24,0
Malawi,Rice,4.75,6.08,0
Malawi,Soybeans,1.76,0.7899999999999999,0
Malawi,Nuts inc. Peanut Butter,5.08,8.99,0
Guinea,Pork,0.16,0.5700000000000001,0
Guinea,Poultry,1.83,1.97,0
Guinea,Beef,6.26,193.17,0
Guinea,Lamb & Goat,1.6,56.03,0
Guinea,Fish,9.18,14.66,0
Guinea,Eggs,1.95,1.79,0
Guinea,Milk - inc. cheese,20.62,29.37,0
Guinea,Wheat and Wheat Products,18.55,3.54,0
Guinea,Rice,97.12,124.28,0
Guinea,Soybeans,0.0,0.0,0
Guinea,Nuts inc. Peanut Butter,4.14,7.33,0
Nigeria,Pork,1.47,5.2,0
Nigeria,Poultry,1.73,1.86,0
Nigeria,Beef,2.3299999999999996,71.9,0
Nigeria,Lamb & Goat,2.72,95.25,0
Nigeria,Fish,16.03,25.59,0
Nigeria,Eggs,3.46,3.18,0
Nigeria,Milk - inc. cheese,7.91,11.27,0
Nigeria,Wheat and Wheat Products,20.82,3.97,0
Nigeria,Rice,28.23,36.13,0
Nigeria,Soybeans,2.6,1.1700000000000002,0
Nigeria,Nuts inc. Peanut Butter,6.930000000000001,12.27,0
Rwanda,Pork,0.76,2.69,0
Rwanda,Poultry,1.34,1.44,0
Rwanda,Beef,2.53,78.07,0
Rwanda,Lamb & Goat,1.93,67.59,0
Rwanda,Fish,3.88,6.2,0
Rwanda,Eggs,0.16,0.15,0
Rwanda,Milk - inc. cheese,7.23,10.3,0
Rwanda,Wheat and Wheat Products,11.34,2.16,0
Rwanda,Rice,8.7,11.13,0
Rwanda,Soybeans,1.93,0.8700000000000001,0
Rwanda,Nuts inc. Peanut Butter,0.58,1.03,0
Philippines,Pork,18.4,65.13,0
Philippines,Poultry,11.91,12.79,0
Philippines,Beef,4.06,125.28,0
Philippines,Lamb & Goat,0.56,19.610000000000003,0
Philippines,Fish,28.51,45.52,0
Philippines,Eggs,4.02,3.69,0
Philippines,Milk - inc. cheese,15.66,22.31,0
Philippines,Wheat and Wheat Products,23.12,4.41,0
Philippines,Rice,119.44,152.85000000000002,0
Philippines,Soybeans,0.03,0.01,0
Philippines,Nuts inc. Peanut Butter,2.08,3.68,0
Ghana,Pork,1.36,4.81,0
Ghana,Poultry,8.629999999999999,9.27,0
Ghana,Beef,1.09,33.64,0
Ghana,Lamb & Goat,1.74,60.93,0
Ghana,Fish,26.05,41.59,0
Ghana,Eggs,1.21,1.11,0
Ghana,Milk - inc. cheese,9.08,12.93,0
Ghana,Wheat and Wheat Products,14.45,2.76,0
Ghana,Rice,32.03,40.99,0
Ghana,Soybeans,0.01,0.0,0
Ghana,Nuts inc. Peanut Butter,5.56,9.84,0
Togo,Pork,1.57,5.56,0
Togo,Poultry,6.63,7.119999999999999,0
Togo,Beef,1.53,47.21,0
Togo,Lamb & Goat,1.58,55.33,0
Togo,Fish,11.69,18.67,0
Togo,Eggs,0.8600000000000001,0.7899999999999999,0
Togo,Milk - inc. cheese,7.96,11.34,0
Togo,Wheat and Wheat Products,12.91,2.46,0
Togo,Rice,25.99,33.260000000000005,0
Togo,Soybeans,0.01,0.0,0
Togo,Nuts inc. Peanut Butter,3.59,6.35,0
Gambia,Pork,0.18,0.64,0
Gambia,Poultry,2.66,2.86,0
Gambia,Beef,2.16,66.64999999999999,0
Gambia,Lamb & Goat,0.71,24.86,0
Gambia,Fish,23.130000000000003,36.93,0
Gambia,Eggs,0.99,0.91,0
Gambia,Milk - inc. cheese,45.71,65.11,0
Gambia,Wheat and Wheat Products,37.91,7.23,0
Gambia,Rice,61.84,79.14,0
Gambia,Soybeans,0.0,0.0,0
Gambia,Nuts inc. Peanut Butter,5.2700000000000005,9.33,0
India,Pork,0.28,0.99,0
India,Poultry,1.88,2.02,0
India,Beef,0.81,24.99,0
India,Lamb & Goat,0.58,20.31,0
India,Fish,4.71,7.52,0
India,Eggs,2.58,2.3699999999999997,0
India,Milk - inc. cheese,84.5,120.36,0
India,Wheat and Wheat Products,60.56,11.55,0
India,Rice,69.49000000000001,88.93,0
India,Soybeans,0.39,0.18,0
India,Nuts inc. Peanut Butter,1.92,3.4,0
Thailand,Pork,13.0,46.01,0
Thailand,Poultry,13.69,14.71,0
Thailand,Beef,2.56,79.0,0
Thailand,Lamb & Goat,0.05,1.75,0
Thailand,Fish,19.45,31.06,0
Thailand,Eggs,12.35,11.34,0
Thailand,Milk - inc. cheese,29.35,41.809999999999995,0
Thailand,Wheat and Wheat Products,10.93,2.08,0
Thailand,Rice,114.57,146.62,0
Thailand,Soybeans,2.13,0.96,0
Thailand,Nuts inc. Peanut Butter,1.5,2.66,0
Mozambique,Pork,5.13,18.16,0
Mozambique,Poultry,1.41,1.51,0
Mozambique,Beef,1.04,32.09,0
Mozambique,Lamb & Goat,0.9,31.52,0
Mozambique,Fish,7.74,12.36,0
Mozambique,Eggs,1.7,1.56,0
Mozambique,Milk - inc. cheese,4.79,6.819999999999999,0
Mozambique,Wheat and Wheat Products,14.65,2.79,0
Mozambique,Rice,23.41,29.959999999999997,0
Mozambique,Soybeans,0.03,0.01,0
Mozambique,Nuts inc. Peanut Butter,2.61,4.619999999999999,0
Cambodia,Pork,6.52,23.08,0
Cambodia,Poultry,1.84,1.98,0
Cambodia,Beef,4.85,149.66,0
Cambodia,Lamb & Goat,0.0,0.0,0
Cambodia,Fish,39.59,63.21,0
Cambodia,Eggs,1.37,1.26,0
Cambodia,Milk - inc. cheese,3.47,4.94,0
Cambodia,Wheat and Wheat Products,2.74,0.52,0
Cambodia,Rice,159.1,203.6,0
Cambodia,Soybeans,4.33,1.95,0
Cambodia,Nuts inc. Peanut Butter,1.25,2.21,0
Sierra Leone,Pork,1.22,4.319999999999999,0
Sierra Leone,Poultry,4.970000000000001,5.34,0
Sierra Leone,Beef,1.99,61.41,0
Sierra Leone,Lamb & Goat,0.65,22.76,0
Sierra Leone,Fish,32.03,51.14,0
Sierra Leone,Eggs,1.92,1.76,0
Sierra Leone,Milk - inc. cheese,7.0,9.97,0
Sierra Leone,Wheat and Wheat Products,8.719999999999999,1.66,0
Sierra Leone,Rice,103.3,132.19,0
Sierra Leone,Soybeans,0.0,0.0,0
Sierra Leone,Nuts inc. Peanut Butter,5.57,9.86,0
Sri Lanka,Pork,0.05,0.18,0
Sri Lanka,Poultry,4.96,5.33,0
Sri Lanka,Beef,1.38,42.58,0
Sri Lanka,Lamb & Goat,0.09,3.15,0
Sri Lanka,Fish,24.92,39.790000000000006,0
Sri Lanka,Eggs,4.57,4.2,0
Sri Lanka,Milk - inc. cheese,34.98,49.83,0
Sri Lanka,Wheat and Wheat Products,37.01,7.06,0
Sri Lanka,Rice,109.72,140.41,0
Sri Lanka,Soybeans,0.0,0.0,0
Sri Lanka,Nuts inc. Peanut Butter,1.09,1.93,0
Indonesia,Pork,2.98,10.55,0
Indonesia,Poultry,7.5,8.06,0
Indonesia,Beef,2.59,79.92,0
Indonesia,Lamb & Goat,0.46,16.110000000000003,0
Indonesia,Fish,25.65,40.95,0
Indonesia,Eggs,4.88,4.48,0
Indonesia,Milk - inc. cheese,14.82,21.110000000000003,0
Indonesia,Wheat and Wheat Products,25.45,4.85,0
Indonesia,Rice,134.62,172.26999999999998,0
Indonesia,Soybeans,1.12,0.5,0
Indonesia,Nuts inc. Peanut Butter,4.92,8.709999999999999,0
Liberia,Pork,4.01,14.19,0
Liberia,Poultry,8.91,9.57,0
Liberia,Beef,0.7799999999999999,24.07,0
Liberia,Lamb & Goat,0.48,16.810000000000002,0
Liberia,Fish,4.13,6.59,0
Liberia,Eggs,2.05,1.88,0
Liberia,Milk - inc. cheese,3.04,4.33,0
Liberia,Wheat and Wheat Products,10.95,2.09,0
Liberia,Rice,94.75,121.25,0
Liberia,Soybeans,0.63,0.28,0
Liberia,Nuts inc. Peanut Butter,1.31,2.32,0
Bangladesh,Pork,0.0,0.0,0
Bangladesh,Poultry,1.4,1.5,0
Bangladesh,Beef,1.28,39.5,0
Bangladesh,Lamb & Goat,1.33,46.58,0
Bangladesh,Fish,18.07,28.85,0
Bangladesh,Eggs,2.08,1.91,0
Bangladesh,Milk - inc. cheese,21.91,31.21,0
Bangladesh,Wheat and Wheat Products,17.47,3.3299999999999996,0
Bangladesh,Rice,171.73,219.76,0
Bangladesh,Soybeans,0.61,0.27,0
Bangladesh,Nuts inc. Peanut Butter,0.72,1.27,0
