event_name,event_date,event_location,Weight class,fighter1,fighter2,outcome,Kd,Str,Td,Sub,Method,Round,Time,timestamp,text,clean_text,cluster
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Women's Bantamweight,Holly Holm,Raquel Pennington,fighter1,0                                  0,44                                  40,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Women's Bantamweight Holly Holm Raquel Pennington fighter1 0                                  0 44                                  40 0                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa womens bantamweight holly holm raquel pennington fighter sdec,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Welterweight,Jake Ellenberger,Josh Koscheck,fighter1,0                                  0,15                                  7,0                                  1,1                                  0,SUB              North-South Choke,2,4:20,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Welterweight Jake Ellenberger Josh Koscheck fighter1 0                                  0 15                                  7 0                                  1 1                                  0 SUB              North-South Choke 4:20 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa welterweight jake ellenberger josh koscheck fighter sub northsouth choke,4
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Welterweight,Alan Jouban,Richard Walsh,fighter1,0                                  0,12                                  10,0                                  0,0                                  0,KO/TKO              Elbow,1,2:19,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Welterweight Alan Jouban Richard Walsh fighter1 0                                  0 12                                  10 0                                  0 0                                  0 KO/TKO              Elbow 2:19 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa welterweight alan jouban richard walsh fighter kotko elbow,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Lightweight,Tony Ferguson,Gleison Tibau,fighter1,0                                  0,11                                  2,1                                  0,2                                  0,SUB              Rear Naked Choke,1,2:37,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Lightweight Tony Ferguson Gleison Tibau fighter1 0                                  0 11                                  2 1                                  0 2                                  0 SUB              Rear Naked Choke 2:37 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa lightweight tony ferguson gleison tibau fighter sub rear naked choke,4
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Middleweight,Roan Carneiro,Mark Munoz,fighter1,0                                  0,1                                  0,0                                  0,1                                  0,SUB              Rear Naked Choke,1,1:40,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Middleweight Roan Carneiro Mark Munoz fighter1 0                                  0 1                                  0 0                                  0 1                                  0 SUB              Rear Naked Choke 1:40 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa middleweight roan carneiro mark munoz fighter sub rear naked choke,4
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Bantamweight,Roman Salazar,Norifumi Yamamoto,No contest,0                                  0,16                                  19,1                                  0,0                                  0,CNC,2,2:37,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Bantamweight Roman Salazar Norifumi Yamamoto No contest 0                                  0 16                                  19 1                                  0 0                                  0 CNC 2:37 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa bantamweight roman salazar norifumi yamamoto contest cnc,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Welterweight,Tim Means,Dhiego Lima,fighter1,2                                  0,23                                  7,0                                  0,0                                  0,KO/TKO              Punch,1,2:17,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Welterweight Tim Means Dhiego Lima fighter1 2                                  0 23                                  7 0                                  0 0                                  0 KO/TKO              Punch 2:17 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa welterweight tim means dhiego lima fighter kotko punch,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Heavyweight,Derrick Lewis,Ruan Potts,fighter1,0                                  0,53                                  7,0                                  1,0                                  1,KO/TKO              Punches,2,3:18,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Heavyweight Derrick Lewis Ruan Potts fighter1 0                                  0 53                                  7 0                                  1 0                                  1 KO/TKO              Punches 3:18 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa heavyweight derrick lewis ruan potts fighter kotko punches,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Lightweight,Valmir Lazaro,James Krause,fighter1,0                                  0,87                                  87,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Lightweight Valmir Lazaro James Krause fighter1 0                                  0 87                                  87 0                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa lightweight valmir lazaro james krause fighter sdec,0
UFC 184: Rousey vs Zingano,February 28 2015,"Los Angeles, California, USA",Featherweight,Masio Fullen,Alex Torres,fighter1,0                                  0,41                                  37,1                                  2,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 184: Rousey vs Zingano February 28 2015 Los Angeles, California, USA Featherweight Masio Fullen Alex Torres fighter1 0                                  0 41                                  37 1                                  2 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc rousey vs zingano february los angeles california usa featherweight masio fullen alex torres fighter sdec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Heavyweight,Frank Mir,Antonio Silva,fighter1,1                                  0,10                                  1,0                                  0,0                                  0,KO/TKO              Punch,1,1:40,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Heavyweight Frank Mir Antonio Silva fighter1 1                                  0 10                                  1 0                                  0 0                                  0 KO/TKO              Punch 1:40 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil heavyweight frank mir antonio silva fighter kotko punch,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Lightweight,Michael Johnson,Edson Barboza,fighter1,0                                  0,38                                  31,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Lightweight Michael Johnson Edson Barboza fighter1 0                                  0 38                                  31 1                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil lightweight michael johnson edson barboza fighter udec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Middleweight,Sam Alvey,Cezar Ferreira,fighter1,1                                  0,4                                  13,0                                  0,0                                  0,KO/TKO              Punches,1,3:34,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Middleweight Sam Alvey Cezar Ferreira fighter1 1                                  0 4                                  13 0                                  0 0                                  0 KO/TKO              Punches 3:34 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil middleweight sam alvey cezar ferreira fighter kotko punches,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Lightweight,Adriano Martins,Rustam Khabilov,fighter1,0                                  0,12                                  18,3                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Lightweight Adriano Martins Rustam Khabilov fighter1 0                                  0 12                                  18 3                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil lightweight adriano martins rustam khabilov fighter sdec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Bantamweight,Frankie Saenz,Iuri Alcantara,fighter1,0                                  0,44                                  31,3                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Bantamweight Frankie Saenz Iuri Alcantara fighter1 0                                  0 44                                  31 3                                  2 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil bantamweight frankie saenz iuri alcantara fighter udec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Welterweight,Santiago Ponzinibbio,Sean Strickland,fighter1,0                                  0,50                                  44,1                                  2,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Welterweight Santiago Ponzinibbio Sean Strickland fighter1 0                                  0 50                                  44 1                                  2 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil welterweight santiago ponzinibbio sean strickland fighter udec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Women's Bantamweight,Marion Reneau,Jessica Andrade,fighter1,0                                  1,6                                  6,0                                  0,1                                  0,SUB              Triangle Choke,1,1:54,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Women's Bantamweight Marion Reneau Jessica Andrade fighter1 0                                  1 6                                  6 0                                  0 1                                  0 SUB              Triangle Choke 1:54 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil womens bantamweight marion reneau jessica andrade fighter sub triangle choke,4
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Welterweight,Matt Dwyer,William Macario,fighter1,1                                  0,13                                  8,0                                  0,0                                  0,KO/TKO              Punch,1,3:14,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Welterweight Matt Dwyer William Macario fighter1 1                                  0 13                                  8 0                                  0 0                                  0 KO/TKO              Punch 3:14 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil welterweight matt dwyer william macario fighter kotko punch,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Featherweight,Mike de la Torre,Tiago dos Santos e Silva,fighter1,1                                  0,16                                  7,0                                  0,0                                  0,KO/TKO              Punch,1,2:59,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Featherweight Mike de la Torre Tiago dos Santos e Silva fighter1 1                                  0 16                                  7 0                                  0 0                                  0 KO/TKO              Punch 2:59 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil featherweight mike de la torre tiago dos santos e silva fighter kotko punch,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Bantamweight,Douglas Silva de Andrade,Cody Gibson,fighter1,1                                  0,39                                  30,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Bantamweight Douglas Silva de Andrade Cody Gibson fighter1 1                                  0 39                                  30 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil bantamweight douglas silva de andrade cody gibson fighter udec,0
UFC Fight Night: Bigfoot vs Mir,February 22 2015,"Porto Alegre, Rio Grande do Sul, Brazil",Lightweight,Ivan Jorge,Josh Shockley,fighter1,0                                  0,25                                  22,3                                  0,1                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Bigfoot vs Mir February 22 2015 Porto Alegre, Rio Grande do Sul, Brazil Lightweight Ivan Jorge Josh Shockley fighter1 0                                  0 25                                  22 3                                  0 1                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night bigfoot vs mir february porto alegre rio grande sul brazil lightweight ivan jorge josh shockley fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Welterweight,Benson Henderson,Brandon Thatch,fighter1,0                                  0,57                                  44,3                                  2,1                                  0,SUB              Rear Naked Choke,4,3:58,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Welterweight Benson Henderson Brandon Thatch fighter1 0                                  0 57                                  44 3                                  2 1                                  0 SUB              Rear Naked Choke 3:58 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa welterweight benson henderson brandon thatch fighter sub rear naked choke,4
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Featherweight,Max Holloway,Cole Miller,fighter1,0                                  0,57                                  31,1                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Featherweight Max Holloway Cole Miller fighter1 0                                  0 57                                  31 1                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa featherweight max holloway cole miller fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Welterweight,Neil Magny,Kiichi Kunimoto,fighter1,0                                  0,76                                  10,3                                  1,1                                  0,SUB              Rear Naked Choke,3,1:22,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Welterweight Neil Magny Kiichi Kunimoto fighter1 0                                  0 76                                  10 3                                  1 1                                  0 SUB              Rear Naked Choke 1:22 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa welterweight neil magny kiichi kunimoto fighter sub rear naked choke,4
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Middleweight,Daniel Kelly,Patrick Walsh,fighter1,0                                  0,61                                  50,0                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Middleweight Daniel Kelly Patrick Walsh fighter1 0                                  0 61                                  50 0                                  1 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa middleweight daniel kelly patrick walsh fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Lightweight,Kevin Lee,Michel Prazeres,fighter1,0                                  0,62                                  33,4                                  3,3                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Lightweight Kevin Lee Michel Prazeres fighter1 0                                  0 62                                  33 4                                  3 3                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa lightweight kevin lee michel prazeres fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Flyweight,Ray Borg,Chris Kelades,fighter1,0                                  0,19                                  4,5                                  0,4                                  0,SUB              Kimura,3,2:56,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Flyweight Ray Borg Chris Kelades fighter1 0                                  0 19                                  4 5                                  0 4                                  0 SUB              Kimura 2:56 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa flyweight ray borg chris kelades fighter sub kimura,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Lightweight,Efrain Escudero,Rodrigo de Lima,fighter1,1                                  0,94                                  24,2                                  3,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Lightweight Efrain Escudero Rodrigo de Lima fighter1 1                                  0 94                                  24 2                                  3 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa lightweight efrain escudero rodrigo de lima fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Featherweight,Chas Skelly,Jim Alers,fighter1,1                                  0,42                                  33,0                                  1,0                                  1,KO/TKO              Punches,2,4:59,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Featherweight Chas Skelly Jim Alers fighter1 1                                  0 42                                  33 0                                  1 0                                  1 KO/TKO              Punches 4:59 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa featherweight chas skelly jim alers fighter kotko punches,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Flyweight,Zach Makovsky,Tim Elliott,fighter1,0                                  0,21                                  43,6                                  1,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Flyweight Zach Makovsky Tim Elliott fighter1 0                                  0 21                                  43 6                                  1 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa flyweight zach makovsky tim elliott fighter udec,0
UFC Fight Night: Henderson vs Thatch,February 14 2015,"Broomfield, Colorado, USA",Lightweight,James Moontasri,Cody Pfister,fighter1,0                                  0,32                                  12,0                                  0,1                                  0,SUB              Rear Naked Choke,2,1:49,2023-09-21 02:02:55.178363,"UFC Fight Night: Henderson vs Thatch February 14 2015 Broomfield, Colorado, USA Lightweight James Moontasri Cody Pfister fighter1 0                                  0 32                                  12 0                                  0 1                                  0 SUB              Rear Naked Choke 1:49 2023-09-21 02:02:55.178363",ufc fight night henderson vs thatch february broomfield colorado usa lightweight james moontasri cody pfister fighter sub rear naked choke,4
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Anderson Silva,Nick Diaz,No contest,0                                  0,108                                  77,0                                  0,0                                  0,Overturned,5,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Anderson Silva Nick Diaz No contest 0                                  0 108                                  77 0                                  0 0                                  0 Overturned 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight anderson silva nick diaz contest overturned,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Welterweight,Tyron Woodley,Kelvin Gastelum,fighter1,0                                  0,27                                  32,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Welterweight Tyron Woodley Kelvin Gastelum fighter1 0                                  0 27                                  32 0                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa welterweight tyron woodley kelvin gastelum fighter sdec,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Lightweight,Al Iaquinta,Joe Lauzon,fighter1,1                                  0,59                                  32,1                                  0,0                                  0,KO/TKO              Punches,2,3:34,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Lightweight Al Iaquinta Joe Lauzon fighter1 1                                  0 59                                  32 1                                  0 0                                  0 KO/TKO              Punches 3:34 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa lightweight al iaquinta joe lauzon fighter kotko punches,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Thales Leites,Tim Boetsch,fighter1,0                                  1,20                                  26,1                                  0,2                                  0,SUB              Arm Triangle,2,3:45,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Thales Leites Tim Boetsch fighter1 0                                  1 20                                  26 1                                  0 2                                  0 SUB              Arm Triangle 3:45 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight thales leites tim boetsch fighter sub arm triangle,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Welterweight,Thiago Alves,Jordan Mein,fighter1,1                                  0,23                                  37,0                                  0,0                                  0,KO/TKO              Kick,2,0:39,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Welterweight Thiago Alves Jordan Mein fighter1 1                                  0 23                                  37 0                                  0 0                                  0 KO/TKO              Kick 0:39 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa welterweight thiago alves jordan mein fighter kotko kick,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Women's Bantamweight,Miesha Tate,Sara McMann,fighter1,0                                  1,23                                  34,0                                  1,2                                  0,M-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Women's Bantamweight Miesha Tate Sara McMann fighter1 0                                  1 23                                  34 0                                  1 2                                  0 M-DEC 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa womens bantamweight miesha tate sara mcmann fighter mdec,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Derek Brunson,Ed Herman,fighter1,1                                  0,11                                  0,0                                  0,0                                  0,KO/TKO              Punch,1,0:36,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Derek Brunson Ed Herman fighter1 1                                  0 11                                  0 0                                  0 0                                  0 KO/TKO              Punch 0:36 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight derek brunson ed herman fighter kotko punch,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Flyweight,John Lineker,Ian McCall,fighter1,0                                  0,38                                  40,0                                  1,3                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Flyweight John Lineker Ian McCall fighter1 0                                  0 38                                  40 0                                  1 3                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa flyweight john lineker ian mccall fighter udec,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Rafael Natal,Tom Watson,fighter1,0                                  0,67                                  29,8                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Rafael Natal Tom Watson fighter1 0                                  0 67                                  29 8                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight rafael natal tom watson fighter udec,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Ildemar Alcantara,Richardson Moreira,fighter1,0                                  0,21                                  15,0                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Ildemar Alcantara Richardson Moreira fighter1 0                                  0 21                                  15 0                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight ildemar alcantara richardson moreira fighter sdec,1
UFC 183: Silva vs Diaz,January 31 2015,"Las Vegas, Nevada, USA",Middleweight,Thiago Santos,Andy Enz,fighter1,1                                  0,20                                  1,0                                  0,0                                  0,KO/TKO              Punches,1,1:56,2023-09-21 02:02:55.178363,"UFC 183: Silva vs Diaz January 31 2015 Las Vegas, Nevada, USA Middleweight Thiago Santos Andy Enz fighter1 1                                  0 20                                  1 0                                  0 0                                  0 KO/TKO              Punches 1:56 2023-09-21 02:02:55.178363",ufc silva vs diaz january las vegas nevada usa middleweight thiago santos andy enz fighter kotko punches,1
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Light Heavyweight,Anthony Johnson,Alexander Gustafsson,fighter1,1                                  0,30                                  10,0                                  0,0                                  0,KO/TKO              Punches,1,2:15,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Light Heavyweight Anthony Johnson Alexander Gustafsson fighter1 1                                  0 30                                  10 0                                  0 0                                  0 KO/TKO              Punches 2:15 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden light heavyweight anthony johnson alexander gustafsson fighter kotko punches,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Middleweight,Gegard Mousasi,Dan Henderson,fighter1,1                                  0,4                                  4,0                                  0,0                                  0,KO/TKO              Punch,1,1:10,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Middleweight Gegard Mousasi Dan Henderson fighter1 1                                  0 4                                  4 0                                  0 0                                  0 KO/TKO              Punch 1:10 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden middleweight gegard mousasi dan henderson fighter kotko punch,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Light Heavyweight,Ryan Bader,Phil Davis,fighter1,0                                  0,26                                  35,1                                  0,0                                  0,S-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Light Heavyweight Ryan Bader Phil Davis fighter1 0                                  0 26                                  35 1                                  0 0                                  0 S-DEC 5:00 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden light heavyweight ryan bader phil davis fighter sdec,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Featherweight,Sam Sicilia,Akira Corassani,fighter1,1                                  0,10                                  10,0                                  0,0                                  0,KO/TKO              Punch,1,3:26,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Featherweight Sam Sicilia Akira Corassani fighter1 1                                  0 10                                  10 0                                  0 0                                  0 KO/TKO              Punch 3:26 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden featherweight sam sicilia akira corassani fighter kotko punch,0
UFC on FOX: Gustafsson vs Johnson,January 24 2015,"Stockholm, Sweden",Welterweight,Albert Tumenov,Nicholas Musoke,fighter1,0                                  0,87                                  65,0                                  0,0                                  0,U-DEC,3,5:00,2023-09-21 02:02:55.178363,"UFC on FOX: Gustafsson vs Johnson January 24 2015 Stockholm, Sweden Welterweight Albert Tumenov Nicholas Musoke fighter1 0                                  0 87                                  65 0                                  0 0                                  0 U-DEC 5:00 2023-09-21 02:02:55.178363",ufc fox gustafsson vs johnson january stockholm sweden welterweight albert tumenov nicholas musoke fighter udec,0
