cancelled,contract length,days active,invites sent,money spent,occupation,used coupon code,user ID,Cluster,NLP_Cluster
no,monthly,124,13,474,developer,no,6656,0,1
no,monthly,130,18,1193,developer,no,6657,0,1
no,monthly,103,1,369,developer,no,6658,1,1
no,monthly,97,11,146,product manager,yes,6659,0,0
yes,monthly,86,11,654,sales,yes,6660,0,1
no,monthly,130,15,443,engineering manager,no,6661,0,2
no,monthly,99,5,280,developer,no,6662,1,1
no,monthly,106,8,606,developer,no,6663,1,1
no,monthly,12,9,1134,product manager,yes,6664,1,0
no,monthly,121,19,1085,engineering manager,no,6665,0,2
yes,monthly,93,11,1191,sales,no,6666,0,1
no,annual,99,17,727,product manager,yes,6667,0,0
yes,monthly,83,12,352,product manager,no,6668,0,0
no,annual,70,13,1103,developer,no,6669,0,1
no,monthly,110,0,602,product manager,yes,6670,1,0
no,monthly,41,1,538,product manager,no,6671,1,0
no,annual,16,12,1048,engineering manager,no,6672,1,2
no,annual,11,1,4,engineering manager,yes,6673,1,2
no,annual,31,3,131,engineering manager,yes,6674,1,2
no,monthly,19,7,410,product manager,no,6675,1,0
no,monthly,106,6,680,product manager,no,6676,1,0
no,monthly,37,5,924,developer,yes,6677,1,1
no,monthly,109,13,75,developer,yes,6678,0,1
no,annual,110,7,814,developer,no,6679,1,1
no,monthly,53,2,1126,engineering manager,no,6680,1,2
no,monthly,40,11,114,product manager,no,6681,0,0
no,monthly,115,14,677,engineering manager,yes,6682,0,2
yes,monthly,35,10,119,engineering manager,yes,6683,1,2
no,annual,19,4,908,developer,yes,6684,1,1
no,monthly,67,3,963,product manager,no,6685,1,0
yes,monthly,43,5,273,sales,no,6686,1,1
no,monthly,57,2,135,product manager,yes,6687,1,0
yes,monthly,40,11,992,engineering manager,yes,6688,1,2
no,annual,117,16,983,product manager,yes,6689,0,0
yes,monthly,23,10,627,engineering manager,yes,6690,1,2
no,monthly,16,6,205,engineering manager,no,6691,1,2
yes,annual,95,10,728,designer,yes,6692,0,1
yes,monthly,42,7,261,designer,no,6693,1,1
no,annual,125,14,717,developer,no,6694,0,1
no,monthly,143,1,737,engineering manager,yes,6695,1,2
no,annual,17,2,451,engineering manager,no,6696,1,2
no,monthly,11,6,713,engineering manager,no,6697,1,2
no,monthly,142,12,929,developer,yes,6698,0,1
yes,monthly,5,7,74,developer,no,6699,1,1
no,monthly,14,6,1153,engineering manager,yes,6700,1,2
no,annual,119,9,1148,engineering manager,yes,6701,0,2
no,annual,76,9,302,developer,no,6702,1,1
no,monthly,124,3,685,engineering manager,yes,6703,1,2
no,monthly,103,8,660,product manager,no,6704,1,0
yes,monthly,6,12,553,marketer,no,6705,1,1
no,monthly,63,4,322,developer,yes,6706,1,1
no,monthly,147,20,734,developer,no,6707,0,1
yes,monthly,63,5,847,marketer,no,6708,1,1
no,monthly,51,4,1092,product manager,no,6709,1,0
no,monthly,143,3,882,engineering manager,no,6710,1,2
no,monthly,108,20,1007,engineering manager,yes,6711,0,2
yes,annual,76,7,336,engineering manager,yes,6712,1,2
no,monthly,6,10,411,product manager,no,6713,1,0
no,annual,3,10,1142,product manager,yes,6714,1,0
no,annual,2,6,837,engineering manager,no,6715,1,2
yes,monthly,10,0,541,developer,no,6716,1,1
no,annual,141,19,587,product manager,yes,6717,0,0
no,monthly,27,0,1014,developer,no,6718,1,1
no,annual,88,20,398,product manager,no,6719,0,0
yes,annual,47,10,626,product manager,no,6720,1,0
yes,monthly,55,2,399,engineering manager,no,6721,1,2
no,monthly,45,14,104,product manager,yes,6722,0,0
yes,monthly,84,4,1090,engineering manager,no,6723,1,2
no,monthly,22,15,246,developer,yes,6724,0,1
no,annual,91,7,213,developer,yes,6725,1,1
no,monthly,126,7,1089,developer,yes,6726,1,1
no,annual,135,0,577,developer,no,6727,1,1
yes,monthly,83,11,329,product manager,yes,6728,0,0
no,monthly,136,0,758,developer,no,6729,1,1
no,monthly,32,14,390,product manager,no,6730,0,0
yes,monthly,67,8,164,engineering manager,yes,6731,1,2
yes,annual,5,7,67,engineering manager,yes,6732,1,2
yes,monthly,2,6,749,sales,no,6733,1,1
no,annual,134,16,621,engineering manager,no,6734,0,2
no,monthly,38,4,487,engineering manager,yes,6735,1,2
no,monthly,30,0,273,product manager,yes,6736,1,0
yes,annual,1,12,316,sales,yes,6737,1,1
no,monthly,48,2,393,engineering manager,no,6738,1,2
no,monthly,72,4,246,product manager,no,6739,1,0
no,monthly,11,12,704,product manager,no,6740,1,0
no,monthly,2,14,43,product manager,no,6741,0,0
no,annual,130,20,82,product manager,no,6742,0,0
no,annual,41,10,815,product manager,no,6743,1,0
yes,monthly,79,8,1193,designer,yes,6744,1,1
no,monthly,123,5,159,product manager,no,6745,1,0
yes,annual,24,6,1044,engineering manager,yes,6746,1,2
no,annual,68,5,255,product manager,no,6747,1,0
yes,annual,3,7,24,sales,yes,6748,1,1
no,annual,11,8,556,developer,yes,6749,1,1
no,monthly,36,19,110,developer,no,6750,0,1
no,monthly,45,15,819,developer,yes,6751,0,1
no,monthly,82,16,298,engineering manager,no,6752,0,2
no,monthly,99,1,1155,engineering manager,no,6753,1,2
no,monthly,43,16,1167,developer,no,6754,0,1
yes,annual,94,7,1061,product manager,yes,6755,1,0
no,annual,109,13,826,engineering manager,no,6756,0,2
yes,annual,22,2,953,engineering manager,no,6757,1,2
yes,monthly,89,1,448,developer,yes,6758,1,1
no,monthly,6,19,1038,product manager,no,6759,0,0
no,monthly,80,16,1059,product manager,yes,6760,0,0
no,monthly,122,3,1069,developer,no,6761,1,1
yes,monthly,10,2,73,engineering manager,yes,6762,1,2
no,monthly,37,10,789,product manager,yes,6763,1,0
yes,annual,35,12,803,sales,no,6764,0,1
no,annual,91,6,657,developer,no,6765,1,1
no,monthly,116,2,1082,engineering manager,yes,6766,1,2
no,annual,71,10,645,developer,no,6767,0,1
yes,annual,18,3,746,sales,no,6768,1,1
no,monthly,67,14,44,engineering manager,no,6769,0,2
no,monthly,142,3,38,developer,no,6770,1,1
no,annual,120,15,188,engineering manager,yes,6771,0,2
yes,monthly,1,11,370,sales,no,6772,1,1
no,annual,16,16,768,engineering manager,no,6773,0,2
no,monthly,59,9,875,engineering manager,yes,6774,1,2
no,monthly,76,15,1192,developer,yes,6775,0,1
no,annual,137,3,929,engineering manager,no,6776,1,2
no,annual,18,0,173,engineering manager,yes,6777,1,2
no,monthly,19,6,1030,product manager,yes,6778,1,0
no,annual,39,12,1048,developer,no,6779,0,1
no,monthly,80,19,969,engineering manager,yes,6780,0,2
yes,monthly,90,1,89,product manager,yes,6781,1,0
yes,annual,84,12,558,developer,no,6782,0,1
no,monthly,23,19,1184,developer,no,6783,0,1
yes,annual,76,0,881,product manager,no,6784,1,0
no,monthly,148,3,28,developer,no,6785,1,1
no,monthly,7,13,813,product manager,no,6786,0,0
yes,monthly,75,8,807,engineering manager,no,6787,1,2
yes,monthly,51,7,1178,engineering manager,no,6788,1,2
no,monthly,122,12,356,engineering manager,no,6789,0,2
no,monthly,52,9,833,engineering manager,no,6790,1,2
no,monthly,133,12,468,developer,no,6791,0,1
no,monthly,59,9,701,developer,no,6792,1,1
yes,monthly,44,5,193,designer,yes,6793,1,1
yes,monthly,75,9,992,designer,no,6794,1,1
no,monthly,138,13,238,developer,yes,6795,0,1
no,annual,104,2,287,developer,yes,6796,1,1
no,monthly,39,18,58,engineering manager,no,6797,0,2
no,monthly,75,4,843,developer,yes,6798,1,1
no,monthly,36,12,60,product manager,no,6799,0,0
yes,monthly,76,7,1117,sales,yes,6800,1,1
yes,monthly,73,2,668,developer,no,6801,1,1
yes,monthly,51,6,171,designer,no,6802,1,1
no,monthly,133,16,533,developer,yes,6803,0,1
yes,monthly,90,1,706,product manager,no,6804,1,0
no,annual,16,16,731,developer,no,6805,0,1
no,monthly,24,9,742,developer,no,6806,1,1
yes,monthly,19,11,517,sales,no,6807,1,1
no,monthly,145,2,574,developer,no,6808,1,1
no,annual,57,6,818,product manager,yes,6809,1,0
yes,annual,6,2,89,engineering manager,yes,6810,1,2
no,annual,116,5,954,developer,no,6811,1,1
no,annual,46,6,1199,product manager,no,6812,1,0
no,annual,143,6,450,engineering manager,no,6813,1,2
no,monthly,33,4,283,product manager,no,6814,1,0
no,monthly,131,7,77,engineering manager,no,6815,0,2
no,monthly,78,2,1138,product manager,yes,6816,1,0
yes,annual,24,2,450,developer,yes,6817,1,1
yes,monthly,68,4,521,designer,no,6818,1,1
no,annual,114,11,780,product manager,yes,6819,0,0
no,monthly,33,2,803,engineering manager,no,6820,1,2
no,monthly,20,5,102,developer,yes,6821,1,1
no,monthly,117,4,869,engineering manager,yes,6822,1,2
yes,monthly,49,1,182,sales,no,6823,1,1
yes,monthly,17,2,311,sales,no,6824,1,1
no,annual,60,10,259,product manager,no,6825,1,0
no,annual,83,4,992,engineering manager,no,6826,1,2
no,annual,21,6,664,engineering manager,no,6827,1,2
yes,monthly,12,2,1110,designer,no,6828,1,1
no,monthly,21,20,779,developer,no,6829,0,1
no,monthly,111,9,1150,developer,yes,6830,0,1
no,monthly,109,18,144,product manager,no,6831,0,0
no,monthly,7,3,872,developer,no,6832,1,1
no,monthly,132,4,991,developer,yes,6833,1,1
no,monthly,0,16,635,product manager,yes,6834,0,0
no,annual,129,4,227,developer,yes,6835,1,1
no,annual,48,10,177,developer,no,6836,1,1
no,annual,100,1,223,developer,no,6837,1,1
yes,monthly,89,2,977,product manager,no,6838,1,0
yes,monthly,74,9,203,designer,no,6839,1,1
no,annual,121,20,54,engineering manager,no,6840,0,2
no,annual,66,19,373,engineering manager,no,6841,0,2
no,monthly,135,4,768,engineering manager,no,6842,1,2
no,monthly,28,10,1144,developer,no,6843,1,1
no,monthly,102,14,994,developer,no,6844,0,1
no,monthly,71,20,773,engineering manager,no,6845,0,2
no,monthly,53,14,795,product manager,yes,6846,0,0
no,monthly,111,17,1155,engineering manager,yes,6847,0,2
no,monthly,34,7,640,product manager,no,6848,1,0
no,monthly,134,18,894,engineering manager,no,6849,0,2
no,monthly,141,3,154,engineering manager,no,6850,1,2
no,monthly,147,19,1063,developer,yes,6851,0,1
no,monthly,68,10,876,developer,yes,6852,1,1
yes,monthly,3,8,409,marketer,yes,6853,1,1
no,monthly,124,4,349,product manager,yes,6854,1,0
no,monthly,112,7,495,developer,yes,6855,1,1
yes,annual,1,5,221,sales,no,6856,1,1
no,annual,114,5,33,developer,no,6857,1,1
yes,annual,57,0,259,designer,no,6858,1,1
no,monthly,91,9,5,engineering manager,yes,6859,0,2
yes,monthly,87,0,478,developer,no,6860,1,1
no,monthly,109,18,995,developer,no,6861,0,1
no,monthly,96,5,1004,engineering manager,no,6862,1,2
no,monthly,13,18,893,engineering manager,no,6863,0,2
no,monthly,84,7,365,product manager,no,6864,1,0
no,monthly,109,1,1025,product manager,no,6865,1,0
yes,monthly,98,6,722,engineering manager,yes,6866,1,2
no,monthly,93,15,940,engineering manager,yes,6867,0,2
no,monthly,58,8,121,engineering manager,no,6868,1,2
no,monthly,119,17,999,developer,no,6869,0,1
yes,monthly,33,2,319,sales,no,6870,1,1
no,monthly,139,1,416,engineering manager,no,6871,1,2
yes,monthly,15,7,684,engineering manager,no,6872,1,2
no,monthly,10,8,729,engineering manager,no,6873,1,2
no,monthly,74,3,396,product manager,no,6874,1,0
no,monthly,57,4,559,product manager,no,6875,1,0
no,annual,53,12,284,developer,no,6876,0,1
yes,monthly,52,7,340,engineering manager,yes,6877,1,2
no,annual,79,12,199,developer,yes,6878,0,1
no,monthly,22,5,364,developer,no,6879,1,1
no,monthly,10,11,288,developer,no,6880,1,1
yes,monthly,98,1,779,marketer,yes,6881,1,1
no,monthly,64,11,140,product manager,yes,6882,0,0
yes,monthly,87,6,485,marketer,no,6883,1,1
no,monthly,121,19,77,product manager,no,6884,0,0
no,monthly,6,9,575,product manager,no,6885,1,0
no,monthly,125,7,759,product manager,no,6886,1,0
no,monthly,42,19,1087,product manager,no,6887,0,0
yes,monthly,35,6,416,marketer,no,6888,1,1
no,annual,63,9,278,developer,yes,6889,1,1
no,monthly,78,2,877,product manager,no,6890,1,0
yes,monthly,60,0,1048,engineering manager,no,6891,1,2
no,annual,83,20,1066,product manager,no,6892,0,0
no,annual,90,18,309,developer,no,6893,0,1
no,annual,95,1,106,developer,yes,6894,1,1
no,monthly,93,5,435,product manager,no,6895,1,0
no,monthly,9,4,385,developer,yes,6896,1,1
yes,annual,64,10,926,developer,no,6897,1,1
yes,annual,3,10,385,designer,no,6898,1,1
yes,monthly,93,9,567,marketer,no,6899,1,1
no,monthly,69,19,362,product manager,no,6900,0,0
no,annual,90,15,499,developer,no,6901,0,1
no,monthly,136,18,1078,engineering manager,no,6902,0,2
no,monthly,93,7,1151,engineering manager,yes,6903,1,2
yes,annual,42,12,626,developer,no,6904,0,1
yes,monthly,2,7,59,developer,no,6905,1,1
yes,monthly,82,3,1193,developer,no,6906,1,1
no,annual,74,13,542,product manager,no,6907,0,0
no,monthly,69,2,1090,developer,no,6908,1,1
no,monthly,57,2,382,engineering manager,yes,6909,1,2
no,monthly,105,9,519,product manager,yes,6910,0,0
no,annual,55,3,306,developer,yes,6911,1,1
yes,monthly,87,4,715,sales,no,6912,1,1
no,monthly,8,17,869,developer,no,6913,0,1
yes,monthly,72,2,26,designer,no,6914,1,1
no,monthly,117,0,264,developer,yes,6915,1,1
no,monthly,131,8,333,product manager,yes,6916,0,0
yes,monthly,73,9,1028,marketer,no,6917,1,1
no,monthly,51,18,309,product manager,no,6918,0,0
no,monthly,34,9,1103,product manager,yes,6919,1,0
no,monthly,10,9,587,product manager,no,6920,1,0
no,monthly,89,16,697,developer,yes,6921,0,1
no,annual,142,18,832,engineering manager,yes,6922,0,2
yes,monthly,52,2,501,marketer,no,6923,1,1
no,annual,97,15,345,product manager,yes,6924,0,0
no,annual,48,4,192,engineering manager,yes,6925,1,2
no,monthly,42,11,1189,engineering manager,yes,6926,1,2
no,monthly,47,10,479,developer,no,6927,1,1
no,annual,127,1,817,developer,no,6928,1,1
no,annual,74,10,390,developer,yes,6929,0,1
yes,monthly,28,12,76,engineering manager,yes,6930,0,2
no,monthly,98,2,425,product manager,no,6931,1,0
no,annual,43,3,279,product manager,no,6932,1,0
yes,monthly,97,8,668,engineering manager,no,6933,1,2
no,monthly,58,20,123,engineering manager,no,6934,0,2
yes,annual,6,9,432,engineering manager,no,6935,1,2
no,monthly,70,16,549,product manager,yes,6936,0,0
no,annual,43,20,48,product manager,no,6937,0,0
no,annual,23,2,991,product manager,no,6938,1,0
yes,monthly,18,0,575,engineering manager,yes,6939,1,2
no,annual,5,18,200,engineering manager,no,6940,0,2
no,monthly,92,16,200,developer,no,6941,0,1
no,monthly,35,9,275,engineering manager,no,6942,1,2
no,monthly,17,9,474,product manager,yes,6943,1,0
yes,monthly,94,1,31,sales,no,6944,1,1
yes,monthly,53,7,571,marketer,no,6945,1,1
no,monthly,70,20,984,engineering manager,no,6946,0,2
yes,annual,95,0,1039,engineering manager,yes,6947,1,2
no,monthly,105,7,665,product manager,yes,6948,1,0
no,annual,138,18,599,product manager,no,6949,0,0
no,monthly,29,7,853,product manager,no,6950,1,0
no,monthly,63,18,91,engineering manager,no,6951,0,2
no,monthly,110,11,446,developer,no,6952,0,1
no,monthly,63,12,513,engineering manager,yes,6953,0,2
no,annual,112,10,285,developer,no,6954,0,1
no,annual,23,10,466,engineering manager,yes,6955,1,2
yes,monthly,64,4,383,engineering manager,no,6956,1,2
no,annual,79,17,967,product manager,no,6957,0,0
yes,monthly,56,12,823,engineering manager,yes,6958,0,2
no,monthly,26,20,927,product manager,yes,6959,0,0
no,monthly,142,15,721,product manager,yes,6960,0,0
no,monthly,76,6,781,engineering manager,no,6961,1,2
no,monthly,28,4,69,developer,no,6962,1,1
no,monthly,94,8,1026,engineering manager,no,6963,1,2
no,monthly,135,13,365,developer,no,6964,0,1
no,annual,82,16,281,developer,no,6965,0,1
no,monthly,74,11,967,product manager,no,6966,0,0
yes,monthly,97,11,127,designer,no,6967,0,1
no,monthly,137,16,1131,developer,no,6968,0,1
no,monthly,138,20,84,developer,yes,6969,0,1
no,monthly,48,6,821,product manager,yes,6970,1,0
no,monthly,4,1,467,engineering manager,no,6971,1,2
no,monthly,71,16,10,developer,no,6972,0,1
no,monthly,79,6,1079,product manager,no,6973,1,0
no,monthly,109,20,303,product manager,yes,6974,0,0
yes,monthly,57,6,253,marketer,no,6975,1,1
yes,monthly,47,7,37,designer,no,6976,1,1
no,monthly,86,1,561,developer,yes,6977,1,1
no,monthly,7,1,24,product manager,no,6978,1,0
no,monthly,17,18,757,product manager,no,6979,0,0
no,monthly,121,18,1038,product manager,yes,6980,0,0
no,annual,61,5,833,product manager,no,6981,1,0
no,monthly,45,10,748,engineering manager,no,6982,1,2
no,annual,119,6,1019,product manager,yes,6983,1,0
no,monthly,124,20,871,developer,no,6984,0,1
no,monthly,129,16,922,product manager,no,6985,0,0
no,monthly,149,0,638,product manager,no,6986,1,0
yes,monthly,9,3,476,designer,no,6987,1,1
no,monthly,12,14,414,developer,yes,6988,0,1
no,monthly,5,1,1086,developer,yes,6989,1,1
yes,annual,23,8,224,product manager,no,6990,1,0
no,annual,148,0,1198,product manager,no,6991,1,0
yes,annual,43,6,817,marketer,no,6992,1,1
no,monthly,113,15,2,engineering manager,no,6993,0,2
no,annual,106,3,228,engineering manager,no,6994,1,2
no,monthly,34,10,73,engineering manager,no,6995,1,2
no,annual,1,7,61,developer,no,6996,1,1
no,monthly,28,16,854,engineering manager,yes,6997,0,2
yes,monthly,22,0,1172,product manager,no,6998,1,0
yes,monthly,46,12,901,designer,no,6999,0,1
no,monthly,148,0,443,developer,yes,7000,1,1
no,monthly,45,14,164,product manager,no,7001,0,0
yes,monthly,56,12,776,sales,no,7002,0,1
yes,monthly,0,1,1140,product manager,yes,7003,1,0
no,monthly,22,13,479,engineering manager,no,7004,0,2
no,monthly,141,3,322,developer,no,7005,1,1
yes,monthly,55,0,64,sales,no,7006,1,1
no,monthly,99,6,68,developer,no,7007,1,1
yes,monthly,14,2,68,developer,no,7008,1,1
no,annual,74,16,719,engineering manager,no,7009,0,2
yes,monthly,57,12,1092,designer,yes,7010,0,1
no,monthly,54,12,181,engineering manager,no,7011,0,2
yes,monthly,34,2,1010,product manager,no,7012,1,0
no,monthly,140,18,137,product manager,yes,7013,0,0
yes,annual,77,1,1183,marketer,no,7014,1,1
no,monthly,94,7,307,product manager,no,7015,1,0
no,annual,5,15,837,developer,no,7016,0,1
no,monthly,83,8,1065,developer,yes,7017,1,1
no,annual,21,18,909,product manager,yes,7018,0,0
no,monthly,137,8,280,product manager,yes,7019,0,0
no,monthly,40,8,429,product manager,no,7020,1,0
no,monthly,85,6,334,product manager,yes,7021,1,0
yes,monthly,98,9,7,engineering manager,no,7022,0,2
no,annual,138,8,67,product manager,yes,7023,0,0
no,monthly,123,16,257,engineering manager,yes,7024,0,2
no,annual,142,2,718,engineering manager,no,7025,1,2
no,annual,35,5,46,product manager,yes,7026,1,0
no,monthly,59,11,1048,engineering manager,yes,7027,1,2
no,annual,46,14,1103,developer,yes,7028,0,1
no,monthly,112,5,875,engineering manager,no,7029,1,2
yes,monthly,27,9,77,engineering manager,yes,7030,1,2
yes,monthly,62,8,254,marketer,yes,7031,1,1
no,monthly,134,8,486,product manager,yes,7032,0,0
yes,annual,56,8,8,developer,no,7033,1,1
yes,monthly,32,7,1087,designer,yes,7034,1,1
no,monthly,91,11,970,product manager,no,7035,0,0
yes,monthly,89,10,66,marketer,no,7036,0,1
no,annual,9,6,502,developer,yes,7037,1,1
no,monthly,10,8,746,product manager,no,7038,1,0
no,monthly,124,17,624,developer,yes,7039,0,1
yes,monthly,51,12,238,engineering manager,yes,7040,0,2
yes,monthly,10,1,608,product manager,no,7041,1,0
yes,annual,93,11,26,sales,no,7042,0,1
no,monthly,60,2,869,product manager,no,7043,1,0
no,annual,14,19,356,developer,no,7044,0,1
no,monthly,134,6,831,developer,yes,7045,1,1
no,monthly,128,4,16,engineering manager,yes,7046,1,2
no,monthly,50,1,320,product manager,yes,7047,1,0
no,monthly,3,1,120,engineering manager,yes,7048,1,2
yes,monthly,72,9,562,engineering manager,no,7049,1,2
yes,monthly,33,2,629,sales,yes,7050,1,1
yes,annual,49,11,886,marketer,no,7051,1,1
no,monthly,103,1,300,product manager,no,7052,1,0
yes,annual,34,2,484,sales,yes,7053,1,1
no,monthly,111,13,29,developer,no,7054,0,1
yes,monthly,86,8,191,marketer,yes,7055,1,1
no,monthly,35,9,441,engineering manager,no,7056,1,2
no,annual,71,9,1090,product manager,yes,7057,1,0
no,monthly,44,8,1094,product manager,no,7058,1,0
yes,monthly,87,8,776,developer,no,7059,1,1
no,annual,8,8,859,developer,no,7060,1,1
no,monthly,86,2,1063,developer,yes,7061,1,1
no,monthly,81,11,1093,product manager,yes,7062,0,0
no,monthly,117,1,460,developer,yes,7063,1,1
yes,annual,33,1,1132,marketer,no,7064,1,1
no,monthly,136,0,1151,product manager,yes,7065,1,0
no,annual,40,4,88,developer,no,7066,1,1
no,annual,55,19,433,developer,no,7067,0,1
yes,monthly,91,7,626,developer,yes,7068,1,1
no,monthly,83,8,160,developer,no,7069,1,1
no,annual,32,16,369,engineering manager,yes,7070,0,2
yes,annual,48,9,1114,designer,yes,7071,1,1
no,annual,38,11,811,product manager,yes,7072,1,0
no,annual,115,20,945,developer,no,7073,0,1
yes,annual,48,7,688,engineering manager,no,7074,1,2
no,monthly,69,19,1116,engineering manager,no,7075,0,2
no,monthly,1,3,784,developer,yes,7076,1,1
yes,monthly,9,7,457,marketer,no,7077,1,1
no,monthly,132,1,980,product manager,no,7078,1,0
no,annual,90,7,1190,developer,no,7079,1,1
yes,monthly,36,5,93,designer,no,7080,1,1
no,monthly,110,1,3,product manager,no,7081,1,0
yes,monthly,92,5,808,developer,yes,7082,1,1
no,monthly,149,15,469,product manager,yes,7083,0,0
no,monthly,10,18,1021,engineering manager,yes,7084,0,2
no,monthly,75,4,547,product manager,no,7085,1,0
yes,monthly,17,0,623,marketer,no,7086,1,1
no,monthly,41,17,921,product manager,yes,7087,0,0
no,annual,8,2,1062,developer,yes,7088,1,1
no,annual,124,8,30,product manager,yes,7089,0,0
no,annual,27,8,178,engineering manager,yes,7090,1,2
no,monthly,141,5,81,engineering manager,yes,7091,1,2
yes,monthly,53,12,228,marketer,no,7092,0,1
no,monthly,125,12,908,developer,yes,7093,0,1
no,monthly,98,19,105,product manager,no,7094,0,0
no,monthly,36,15,927,developer,no,7095,0,1
no,monthly,1,2,1121,product manager,yes,7096,1,0
no,annual,99,13,427,developer,no,7097,0,1
yes,monthly,79,1,764,marketer,no,7098,1,1
no,monthly,97,3,662,engineering manager,yes,7099,1,2
no,monthly,123,6,567,developer,no,7100,1,1
no,annual,30,13,514,developer,no,7101,0,1
no,monthly,105,16,110,engineering manager,no,7102,0,2
yes,monthly,60,9,767,designer,yes,7103,1,1
no,monthly,40,10,1024,product manager,no,7104,1,0
no,annual,70,17,663,product manager,no,7105,0,0
yes,annual,97,1,512,engineering manager,no,7106,1,2
yes,annual,1,10,334,marketer,yes,7107,1,1
no,annual,103,20,44,developer,yes,7108,0,1
no,monthly,87,15,841,developer,yes,7109,0,1
yes,monthly,40,0,625,developer,yes,7110,1,1
no,monthly,87,14,1072,developer,no,7111,0,1
no,annual,94,7,885,developer,yes,7112,1,1
no,monthly,30,13,444,engineering manager,no,7113,0,2
yes,annual,8,5,358,engineering manager,yes,7114,1,2
no,monthly,29,17,1067,engineering manager,yes,7115,0,2
yes,annual,28,10,790,designer,yes,7116,1,1
yes,annual,23,0,860,developer,no,7117,1,1
no,monthly,76,19,717,engineering manager,yes,7118,0,2
no,annual,140,15,316,product manager,no,7119,0,0
yes,monthly,57,1,969,engineering manager,no,7120,1,2
no,monthly,138,9,512,engineering manager,yes,7121,0,2
no,monthly,142,16,913,developer,yes,7122,0,1
no,monthly,38,10,367,developer,yes,7123,1,1
no,monthly,43,7,974,engineering manager,yes,7124,1,2
no,annual,103,9,143,developer,no,7125,0,1
no,monthly,116,4,390,product manager,yes,7126,1,0
yes,monthly,60,6,619,product manager,no,7127,1,0
yes,monthly,18,6,249,sales,yes,7128,1,1
yes,monthly,15,1,546,engineering manager,yes,7129,1,2
no,monthly,100,10,229,product manager,no,7130,0,0
no,annual,87,3,1065,engineering manager,no,7131,1,2
no,monthly,112,11,736,product manager,yes,7132,0,0
yes,annual,43,7,717,sales,no,7133,1,1
no,annual,53,0,817,developer,no,7134,1,1
no,monthly,99,17,232,product manager,no,7135,0,0
no,annual,131,11,473,product manager,yes,7136,0,0
no,monthly,86,3,608,engineering manager,yes,7137,1,2
yes,monthly,84,8,1088,developer,no,7138,1,1
no,annual,122,0,222,product manager,yes,7139,1,0
no,monthly,18,17,91,product manager,yes,7140,0,0
no,monthly,96,12,674,developer,yes,7141,0,1
no,annual,26,13,823,engineering manager,no,7142,0,2
yes,monthly,11,6,446,engineering manager,no,7143,1,2
no,annual,147,15,625,developer,no,7144,0,1
no,monthly,11,10,406,engineering manager,no,7145,1,2
no,monthly,109,4,456,developer,no,7146,1,1
no,annual,94,7,880,engineering manager,no,7147,1,2
no,monthly,112,4,41,product manager,yes,7148,1,0
no,monthly,96,10,1104,developer,yes,7149,0,1
no,monthly,92,18,785,product manager,yes,7150,0,0
no,annual,65,3,898,engineering manager,no,7151,1,2
no,monthly,89,5,886,developer,no,7152,1,1
no,monthly,121,5,1116,developer,yes,7153,1,1
yes,monthly,68,10,943,product manager,no,7154,1,0
no,monthly,119,19,186,engineering manager,yes,7155,0,2
no,monthly,53,20,579,engineering manager,yes,7156,0,2
no,annual,67,20,626,engineering manager,yes,7157,0,2
no,monthly,127,3,150,product manager,no,7158,1,0
no,monthly,4,15,785,developer,yes,7159,0,1
no,monthly,100,8,438,engineering manager,yes,7160,1,2
no,monthly,146,13,540,developer,no,7161,0,1
no,monthly,32,7,1065,developer,no,7162,1,1
no,monthly,31,10,457,developer,no,7163,1,1
yes,monthly,51,4,1182,engineering manager,yes,7164,1,2
no,annual,78,18,380,developer,no,7165,0,1
no,monthly,48,12,1145,product manager,no,7166,0,0
no,annual,21,0,799,developer,yes,7167,1,1
yes,monthly,96,9,386,engineering manager,yes,7168,1,2
no,monthly,76,14,736,developer,yes,7169,0,1
no,monthly,65,16,772,product manager,yes,7170,0,0
no,monthly,58,6,853,engineering manager,no,7171,1,2
no,monthly,90,3,1080,product manager,no,7172,1,0
yes,monthly,77,2,985,marketer,no,7173,1,1
no,monthly,89,7,845,engineering manager,no,7174,1,2
no,monthly,36,12,33,engineering manager,no,7175,0,2
yes,monthly,80,8,493,marketer,no,7176,1,1
no,annual,30,18,1196,developer,no,7177,0,1
no,annual,125,11,647,developer,no,7178,0,1
no,monthly,69,17,1140,product manager,no,7179,0,0
no,monthly,123,10,105,developer,no,7180,0,1
yes,annual,11,11,678,developer,yes,7181,1,1
no,annual,65,2,136,developer,no,7182,1,1
no,monthly,45,19,445,product manager,no,7183,0,0
no,monthly,56,6,923,developer,yes,7184,1,1
no,annual,22,8,82,engineering manager,yes,7185,1,2
no,annual,23,6,954,developer,yes,7186,1,1
no,monthly,35,5,48,developer,no,7187,1,1
no,annual,26,12,188,product manager,no,7188,1,0
no,monthly,70,19,575,engineering manager,yes,7189,0,2
yes,monthly,14,12,1057,product manager,yes,7190,1,0
no,monthly,131,6,953,developer,no,7191,1,1
no,annual,117,19,260,product manager,yes,7192,0,0
yes,monthly,44,2,930,product manager,yes,7193,1,0
no,monthly,71,10,249,developer,no,7194,1,1
yes,monthly,31,10,317,designer,no,7195,1,1
no,annual,103,0,368,product manager,no,7196,1,0
no,monthly,149,20,628,product manager,yes,7197,0,0
