Name EN,Name CN,combined_text,cleaned_text,Cluster,Distance_to_Centroid
"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It)",模拟赛车2-摩纳哥大奖赛,"Monaco Grand Prix - Racing Simulation 2 (Europe) (En,Fr,Es,It) 模拟赛车2-摩纳哥大奖赛",monaco grand prix racing simulation europe enfresit 模拟赛车摩纳哥大奖赛,1,0.9943697821333868
Monopoly (USA),大富翁,Monopoly (USA) 大富翁,monopoly usa 大富翁,5,0.9942328729022205
"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It)",疯狂怪物卡车64,"Monster Truck Madness 64 (Europe) (En,Fr,De,Es,It) 疯狂怪物卡车64",monster truck madness europe enfrdeesit 疯狂怪物卡车,4,0.9795437926392456
Monster Truck Madness 64 (USA),疯狂怪物卡车64,Monster Truck Madness 64 (USA) 疯狂怪物卡车64,monster truck madness usa 疯狂怪物卡车,5,0.9966317292550796
Morita Shougi 64 (Japan),森田将棋64,Morita Shougi 64 (Japan) 森田将棋64,morita shougi japan 森田将棋,7,0.9858508921693494
Mortal Kombat 4 (Europe),真人快打4,Mortal Kombat 4 (Europe) 真人快打4,mortal kombat europe 真人快打,1,0.9887894454299817
Mortal Kombat 4 (USA),真人快打4,Mortal Kombat 4 (USA) 真人快打4,mortal kombat usa 真人快打,5,0.9909237546593013
Mortal Kombat 4 (USA) (LodgeNet),真人快打4,Mortal Kombat 4 (USA) (LodgeNet) 真人快打4,mortal kombat usa lodgenet 真人快打,5,0.983490266058675
Mortal Kombat Mythologies - Sub-Zero (Europe),真人快打神话-绝对零度,Mortal Kombat Mythologies - Sub-Zero (Europe) 真人快打神话-绝对零度,mortal kombat mythologies subzero europe 真人快打神话绝对零度,1,0.9937325523093378
Mortal Kombat Mythologies - Sub-Zero (USA),真人快打神话-绝对零度,Mortal Kombat Mythologies - Sub-Zero (USA) 真人快打神话-绝对零度,mortal kombat mythologies subzero usa 真人快打神话绝对零度,5,0.9952038376673401
Mortal Kombat Trilogy (Europe),真人快打三部曲,Mortal Kombat Trilogy (Europe) 真人快打三部曲,mortal kombat trilogy europe 真人快打三部曲,1,0.9911173258104881
Mortal Kombat Trilogy (USA),真人快打三部曲,Mortal Kombat Trilogy (USA) 真人快打三部曲,mortal kombat trilogy usa 真人快打三部曲,5,0.9920784500289773
Mortal Kombat Trilogy (USA) (Rev 2),真人快打三部曲,Mortal Kombat Trilogy (USA) (Rev 2) 真人快打三部曲,mortal kombat trilogy usa rev 真人快打三部曲,9,0.9570055064303616
Mortal Kombat Trilogy (USA) (Rev 1),真人快打三部曲,Mortal Kombat Trilogy (USA) (Rev 1) 真人快打三部曲,mortal kombat trilogy usa rev 真人快打三部曲,9,0.9570055064303616
Mortal Kombat Trilogy (USA) (1996-05-13) (Beta),真人快打三部曲,Mortal Kombat Trilogy (USA) (1996-05-13) (Beta) 真人快打三部曲,mortal kombat trilogy usa beta 真人快打三部曲,5,0.9828488915834033
"MRC - Multi-Racing Championship (Europe) (En,Fr,De)",MRC-多赛车锦标赛,"MRC - Multi-Racing Championship (Europe) (En,Fr,De) MRC-多赛车锦标赛",mrc multiracing championship europe enfrde mrc多赛车锦标赛,1,0.9777339071371788
MRC - Multi-Racing Championship (Japan),MRC-多赛车锦标赛,MRC - Multi-Racing Championship (Japan) MRC-多赛车锦标赛,mrc multiracing championship japan mrc多赛车锦标赛,7,0.9890859632117405
MRC - Multi-Racing Championship (USA),MRC-多赛车锦标赛,MRC - Multi-Racing Championship (USA) MRC-多赛车锦标赛,mrc multiracing championship usa mrc多赛车锦标赛,5,0.9955034146603481
Ms. Pac-Man - Maze Madness (USA),吃豆小姐-疯狂迷宫,Ms. Pac-Man - Maze Madness (USA) 吃豆小姐-疯狂迷宫,ms pacman maze madness usa 吃豆小姐疯狂迷宫,5,0.997545599109193
"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De)",大盗伍佑卫门2,"Mystical Ninja 2 Starring Goemon (Europe) (En,Fr,De) 大盗伍佑卫门2",mystical ninja starring goemon europe enfrde 大盗伍佑卫门,1,0.9773368169926077
Mystical Ninja Starring Goemon (Europe),大盗伍佑卫门,Mystical Ninja Starring Goemon (Europe) 大盗伍佑卫门,mystical ninja starring goemon europe 大盗伍佑卫门,1,0.9920902075198861
Mystical Ninja Starring Goemon (USA),大盗伍佑卫门,Mystical Ninja Starring Goemon (USA) 大盗伍佑卫门,mystical ninja starring goemon usa 大盗伍佑卫门,5,0.9966292562911342
Nacho 64 (World) (Auto Demo) (Unl),,Nacho 64 (World) (Auto Demo) (Unl) ,nacho world auto demo unl,4,0.9695299967962085
Nagano Winter Olympics '98 (Europe),长野冬季奥运会'98,Nagano Winter Olympics '98 (Europe) 长野冬季奥运会'98,nagano winter olympics europe 长野冬季奥运会,1,0.9948862394271003
Nagano Winter Olympics '98 (USA),长野冬季奥运会'98,Nagano Winter Olympics '98 (USA) 长野冬季奥运会'98,nagano winter olympics usa 长野冬季奥运会,5,0.9970565970073201
Namco Museum 64 (USA),南梦宫博物馆64,Namco Museum 64 (USA) 南梦宫博物馆64,namco museum usa 南梦宫博物馆,5,0.9962307201722577
NASCAR 2000 (USA),云斯顿赛车2000,NASCAR 2000 (USA) 云斯顿赛车2000,nascar usa 云斯顿赛车,5,0.9910110219122917
"NASCAR 99 (Europe) (En,Fr,De)",云斯顿赛车'99,"NASCAR 99 (Europe) (En,Fr,De) 云斯顿赛车'99",nascar europe enfrde 云斯顿赛车,1,0.9690850560696046
NASCAR 99 (USA),云斯顿赛车'99,NASCAR 99 (USA) 云斯顿赛车'99,nascar usa 云斯顿赛车,5,0.9910110219122917
NBA Courtside 2 featuring Kobe Bryant (USA),NBA赛场2-科比布莱恩特,NBA Courtside 2 featuring Kobe Bryant (USA) NBA赛场2-科比布莱恩特,nba courtside featuring kobe bryant usa nba赛场科比布莱恩特,5,0.9951146708274056
NBA Hangtime (Europe),NBA二对二,NBA Hangtime (Europe) NBA二对二,nba hangtime europe nba二对二,1,0.9897463277305569
NBA Hangtime (USA),NBA二对二,NBA Hangtime (USA) NBA二对二,nba hangtime usa nba二对二,5,0.9934961604338667
NBA in the Zone '98 (Japan),NBA地带'98,NBA in the Zone '98 (Japan) NBA地带'98,nba zone japan nba地带,7,0.980438212427971
NBA in the Zone '98 (USA),NBA地带'98,NBA in the Zone '98 (USA) NBA地带'98,nba zone usa nba地带,5,0.9865149238635516
NBA in the Zone '99 (USA),NBA地带'99,NBA in the Zone '99 (USA) NBA地带'99,nba zone usa nba地带,5,0.9865149238635516
NBA in the Zone 2 (Japan),NBA地带2,NBA in the Zone 2 (Japan) NBA地带2,nba zone japan nba地带,7,0.980438212427971
NBA in the Zone 2000 (Europe),NBA地带2000,NBA in the Zone 2000 (Europe) NBA地带2000,nba zone europe nba地带,1,0.9832460298235564
NBA in the Zone 2000 (USA),NBA地带2000,NBA in the Zone 2000 (USA) NBA地带2000,nba zone usa nba地带,5,0.9865149238635516
NBA Jam 2000 (Europe),NBA大灌篮2000,NBA Jam 2000 (Europe) NBA大灌篮2000,nba jam europe nba大灌篮,1,0.9845335773006194
NBA Jam 2000 (USA),NBA大灌篮2000,NBA Jam 2000 (USA) NBA大灌篮2000,nba jam usa nba大灌篮,5,0.9888572726333303
NBA Jam 99 (Europe),NBA大灌篮'99,NBA Jam 99 (Europe) NBA大灌篮'99,nba jam europe nba大灌篮,1,0.9845335773006194
NBA Jam 99 (USA),NBA大灌篮'99,NBA Jam 99 (USA) NBA大灌篮'99,nba jam usa nba大灌篮,5,0.9888572726333303
NBA Jam 99 (USA) (Beta) (1998-09-25),NBA大灌篮'99,NBA Jam 99 (USA) (Beta) (1998-09-25) NBA大灌篮'99,nba jam usa beta nba大灌篮,5,0.9793876115123901
"NBA Live 2000 (Europe) (En,Fr,De,Es)",NBA实况2000,"NBA Live 2000 (Europe) (En,Fr,De,Es) NBA实况2000",nba live europe enfrdees nba实况,1,0.9829606924271113
"NBA Live 2000 (USA) (En,Fr,De,Es)",NBA实况2000,"NBA Live 2000 (USA) (En,Fr,De,Es) NBA实况2000",nba live usa enfrdees nba实况,5,0.9943814167242095
"NBA Live 99 (Europe) (En,Fr,De,Es,It)",NBA实况'99,"NBA Live 99 (Europe) (En,Fr,De,Es,It) NBA实况'99",nba live europe enfrdeesit nba实况,4,0.9610460195288388
"NBA Live 99 (USA) (En,Fr,De,Es,It)",NBA实况'99,"NBA Live 99 (USA) (En,Fr,De,Es,It) NBA实况'99",nba live usa enfrdeesit nba实况,4,0.9857321400876854
NBA Pro 98 (Europe),NBA地带'98,NBA Pro 98 (Europe) NBA地带'98,nba pro europe nba地带,1,0.9790317885933026
NBA Pro 99 (Europe),NBA地带'99,NBA Pro 99 (Europe) NBA地带'99,nba pro europe nba地带,1,0.9790317885933026
NBA Showtime - NBA on NBC (USA),NBA个人秀-NBC电视台,NBA Showtime - NBA on NBC (USA) NBA个人秀-NBC电视台,nba showtime nba nbc usa nba个人秀nbc电视台,5,0.9956166115846706
Neon Genesis Evangelion (Japan),新世纪福音战士,Neon Genesis Evangelion (Japan) 新世纪福音战士,neon genesis evangelion japan 新世纪福音战士,7,0.9916338335822531
"New Tetris, The (Europe)",新俄罗斯方块,"New Tetris, The (Europe) 新俄罗斯方块",new tetris europe 新俄罗斯方块,1,0.9915318221347148
"New Tetris, The (USA)",新俄罗斯方块,"New Tetris, The (USA) 新俄罗斯方块",new tetris usa 新俄罗斯方块,5,0.9926040785261733
"New Tetris, The (USA) (LodgeNet)",新俄罗斯方块,"New Tetris, The (USA) (LodgeNet) 新俄罗斯方块",new tetris usa lodgenet 新俄罗斯方块,5,0.9852378756814484
NFL Blitz (USA),橄榄球闪电战,NFL Blitz (USA) 橄榄球闪电战,nfl blitz usa 橄榄球闪电战,9,0.9586016870438995
NFL Blitz - Special Edition (USA),橄榄球闪电战-特别版,NFL Blitz - Special Edition (USA) 橄榄球闪电战-特别版,nfl blitz special edition usa 橄榄球闪电战特别版,9,0.9881584430081873
NFL Blitz 2000 (USA),橄榄球闪电战2000,NFL Blitz 2000 (USA) 橄榄球闪电战2000,nfl blitz usa 橄榄球闪电战,9,0.9586016870438995
NFL Blitz 2000 (USA) (Rev 1),橄榄球闪电战2000,NFL Blitz 2000 (USA) (Rev 1) 橄榄球闪电战2000,nfl blitz usa rev 橄榄球闪电战,9,0.9089691648296374
NFL Blitz 2001 (USA),橄榄球闪电战2001,NFL Blitz 2001 (USA) 橄榄球闪电战2001,nfl blitz usa 橄榄球闪电战,9,0.9586016870438995
NFL QB Club 2001 (USA),NFL四分卫俱乐部2001,NFL QB Club 2001 (USA) NFL四分卫俱乐部2001,nfl qb club usa nfl四分卫俱乐部,9,0.97023655355729
NFL Quarterback Club 2000 (Europe),NFL四分卫俱乐部2000,NFL Quarterback Club 2000 (Europe) NFL四分卫俱乐部2000,nfl quarterback club europe nfl四分卫俱乐部,9,0.9499190528504372
NFL Quarterback Club 2000 (USA),NFL四分卫俱乐部2000,NFL Quarterback Club 2000 (USA) NFL四分卫俱乐部2000,nfl quarterback club usa nfl四分卫俱乐部,9,0.939638840729032
NFL Quarterback Club 98 (Europe),NFL四分卫俱乐部'98,NFL Quarterback Club 98 (Europe) NFL四分卫俱乐部'98,nfl quarterback club europe nfl四分卫俱乐部,9,0.9499190528504372
NFL Quarterback Club 98 (USA),NFL四分卫俱乐部'98,NFL Quarterback Club 98 (USA) NFL四分卫俱乐部'98,nfl quarterback club usa nfl四分卫俱乐部,9,0.939638840729032
NFL Quarterback Club 99 (Europe),NFL四分卫俱乐部'99,NFL Quarterback Club 99 (Europe) NFL四分卫俱乐部'99,nfl quarterback club europe nfl四分卫俱乐部,9,0.9499190528504372
NFL Quarterback Club 99 (USA),NFL四分卫俱乐部'99,NFL Quarterback Club 99 (USA) NFL四分卫俱乐部'99,nfl quarterback club usa nfl四分卫俱乐部,9,0.939638840729032
"NHL 99 (Europe) (En,De,Sv,Fi)",NHL冰球'99,"NHL 99 (Europe) (En,De,Sv,Fi) NHL冰球'99",nhl europe endesvfi nhl冰球,1,0.9914377111172349
NHL 99 (USA),NHL冰球'99,NHL 99 (USA) NHL冰球'99,nhl usa nhl冰球,5,0.992494435690573
NHL Blades of Steel '99 (USA),NHL钢铁刀锋'99,NHL Blades of Steel '99 (USA) NHL钢铁刀锋'99,nhl blades steel usa nhl钢铁刀锋,5,0.9965995788693462
NHL Breakaway 98 (Europe),劲爆冰球'98,NHL Breakaway 98 (Europe) 劲爆冰球'98,nhl breakaway europe 劲爆冰球,1,0.9864520812025486
NHL Breakaway 98 (USA),劲爆冰球'98,NHL Breakaway 98 (USA) 劲爆冰球'98,nhl breakaway usa 劲爆冰球,5,0.9922031477543068
NHL Breakaway 99 (Europe),劲爆冰球'99,NHL Breakaway 99 (Europe) 劲爆冰球'99,nhl breakaway europe 劲爆冰球,1,0.9864520812025486
NHL Breakaway 99 (USA),劲爆冰球'99,NHL Breakaway 99 (USA) 劲爆冰球'99,nhl breakaway usa 劲爆冰球,5,0.9922031477543068
NHL Pro 99 (Europe),NHL职业冰球'99,NHL Pro 99 (Europe) NHL职业冰球'99,nhl pro europe nhl职业冰球,1,0.9864468931839298
Nightmare Creatures (USA),恶梦鬼魅,Nightmare Creatures (USA) 恶梦鬼魅,nightmare creatures usa 恶梦鬼魅,5,0.9963150150873785
Nintama Rantarou 64 Game Gallery (Japan),忍者乱太郎64,Nintama Rantarou 64 Game Gallery (Japan) 忍者乱太郎64,nintama rantarou game gallery japan 忍者乱太郎,7,0.9919313460413286
Nintendo 64 Modem (Japan) (Add-on),,Nintendo 64 Modem (Japan) (Add-on) ,nintendo modem japan addon,7,0.9869918662506444
Nintendo All-Star! Dairantou Smash Brothers (Japan),任天堂全明星大乱斗,Nintendo All-Star! Dairantou Smash Brothers (Japan) 任天堂全明星大乱斗,nintendo allstar dairantou smash brothers japan 任天堂全明星大乱斗,7,0.9918015010622118
"Nuclear Strike 64 (Europe) (En,Fr)",核打击64,"Nuclear Strike 64 (Europe) (En,Fr) 核打击64",nuclear strike europe enfr 核打击,1,0.9919783425200697
Nuclear Strike 64 (Germany),核打击64,Nuclear Strike 64 (Germany) 核打击64,nuclear strike germany 核打击,5,0.9965415791420141
Nuclear Strike 64 (USA),核打击64,Nuclear Strike 64 (USA) 核打击64,nuclear strike usa 核打击,5,0.9889497870245106
Nuclear Strike 64 (Germany) (1999-11-17) (Beta),核打击64,Nuclear Strike 64 (Germany) (1999-11-17) (Beta) 核打击64,nuclear strike germany beta 核打击,5,0.9924260328407962
Nuclear Strike 64 (USA) (1999-09-21) (Beta),核打击64,Nuclear Strike 64 (USA) (1999-09-21) (Beta) 核打击64,nuclear strike usa beta 核打击,5,0.978295917945771
Nuclear Strike 64 (USA) (Beta) (Earlier),核打击64,Nuclear Strike 64 (USA) (Beta) (Earlier) 核打击64,nuclear strike usa beta earlier 核打击,5,0.9828089672299479
Nushi Zuri 64 (Japan),川之垂钓64,Nushi Zuri 64 (Japan) 川之垂钓64,nushi zuri japan 川之垂钓,7,0.9862908531780044
Nushi Zuri 64 (Japan) (Rev 1),川之垂钓64,Nushi Zuri 64 (Japan) (Rev 1) 川之垂钓64,nushi zuri japan rev 川之垂钓,9,0.9810381696834617
Nushi Zuri 64 - Shiokaze ni Notte (Japan),川之垂钓64-乘着海风,Nushi Zuri 64 - Shiokaze ni Notte (Japan) 川之垂钓64-乘着海风,nushi zuri shiokaze ni notte japan 川之垂钓乘着海风,7,0.992196203724731
"O.D.T. (Europe) (En,Fr,De,Es,It) (Proto)",脱离禁区,"O.D.T. (Europe) (En,Fr,De,Es,It) (Proto) 脱离禁区",odt europe enfrdeesit proto 脱离禁区,4,0.9724486091440976
"O.D.T. (USA) (En,Fr,Es) (Proto)",脱离禁区,"O.D.T. (USA) (En,Fr,Es) (Proto) 脱离禁区",odt usa enfres proto 脱离禁区,5,0.989174511101195
Off Road Challenge (Europe),越野挑战赛,Off Road Challenge (Europe) 越野挑战赛,road challenge europe 越野挑战赛,1,0.9898007983600556
Off Road Challenge (USA),越野挑战赛,Off Road Challenge (USA) 越野挑战赛,road challenge usa 越野挑战赛,5,0.9927856025471574
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1),皇家骑士团64,Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) 皇家骑士团64,ogre battle person lordly caliber japan rev 皇家骑士团,9,0.9506650175318322
Ogre Battle 64 - Person of Lordly Caliber (USA),皇家骑士团64,Ogre Battle 64 - Person of Lordly Caliber (USA) 皇家骑士团64,ogre battle person lordly caliber usa 皇家骑士团,9,0.9813734401074448
Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1),皇家骑士团64,Ogre Battle 64 - Person of Lordly Caliber (USA) (Rev 1) 皇家骑士团64,ogre battle person lordly caliber usa rev 皇家骑士团,9,0.9383472115756494
"Ogre Battle 64 - Person of Lordly Caliber (USA, Europe) (Rev 1) (Wii Virtual Console)",皇家骑士团64,"Ogre Battle 64 - Person of Lordly Caliber (USA, Europe) (Rev 1) (Wii Virtual Console) 皇家骑士团64",ogre battle person lordly caliber usa europe rev wii virtual console 皇家骑士团,9,0.9579838309877602
Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) (Wii Virtual Console),皇家骑士团64,Ogre Battle 64 - Person of Lordly Caliber (Japan) (Rev 1) (Wii Virtual Console) 皇家骑士团64,ogre battle person lordly caliber japan rev wii virtual console 皇家骑士团,9,0.952309931097974
"Olympic Hockey 98 (Europe) (En,Fr,De,Es)",奥运冰球'98,"Olympic Hockey 98 (Europe) (En,Fr,De,Es) 奥运冰球'98",olympic hockey europe enfrdees 奥运冰球,1,0.9844273045700433
Olympic Hockey 98 (Japan),奥运冰球'98,Olympic Hockey 98 (Japan) 奥运冰球'98,olympic hockey japan 奥运冰球,7,0.9859701912092949
Olympic Hockey 98 (USA),奥运冰球'98,Olympic Hockey 98 (USA) 奥运冰球'98,olympic hockey usa 奥运冰球,5,0.9940430561996944
Onegai Monsters (Japan),拜托了怪兽,Onegai Monsters (Japan) 拜托了怪兽,onegai monsters japan 拜托了怪兽,7,0.9872397047241481
"Operation WinBack (Europe) (En,Fr,De,Es,It)",不可能的任务,"Operation WinBack (Europe) (En,Fr,De,Es,It) 不可能的任务",operation winback europe enfrdeesit 不可能的任务,4,0.9745468745337431
Pachinko 365 Nichi (Japan),柏青哥365天,Pachinko 365 Nichi (Japan) 柏青哥365天,pachinko nichi japan 柏青哥天,7,0.9884192318553003
"Paper Mario (Europe) (En,Fr,De,Es)",纸片马里奥,"Paper Mario (Europe) (En,Fr,De,Es) 纸片马里奥",paper mario europe enfrdees 纸片马里奥,1,0.9832111235618314
Paper Mario (USA),纸片马里奥,Paper Mario (USA) 纸片马里奥,paper mario usa 纸片马里奥,5,0.9887862101004369
Paper Mario (USA) (LodgeNet),纸片马里奥,Paper Mario (USA) (LodgeNet) 纸片马里奥,paper mario usa lodgenet 纸片马里奥,5,0.981471532428862
Paperboy (Europe),送报童,Paperboy (Europe) 送报童,paperboy europe 送报童,1,0.9895461810395256
Paperboy (USA),送报童,Paperboy (USA) 送报童,paperboy usa 送报童,5,0.9939167674815146
Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan),专业柏青哥64-柏青哥实机模拟游戏,Parlor! Pro 64 - Pachinko Jikki Simulation Game (Japan) 专业柏青哥64-柏青哥实机模拟游戏,parlor pro pachinko jikki simulation game japan 专业柏青哥柏青哥实机模拟游戏,7,0.9909016179229151
PD Ultraman Battle Collection 64 (Japan),PD奥特曼64,PD Ultraman Battle Collection 64 (Japan) PD奥特曼64,pd ultraman battle collection japan pd奥特曼,7,0.9922854167639026
Penny Racers (Europe),可爱Q赛车,Penny Racers (Europe) 可爱Q赛车,penny racers europe 可爱q赛车,1,0.9913013720493643
Penny Racers (USA),可爱Q赛车,Penny Racers (USA) 可爱Q赛车,penny racers usa 可爱q赛车,5,0.9943903006796213
"Perfect Dark (Europe) (En,Fr,De,Es,It)",完美黑暗,"Perfect Dark (Europe) (En,Fr,De,Es,It) 完美黑暗",perfect dark europe enfrdeesit 完美黑暗,4,0.9699777908978794
Perfect Dark (Japan),完美黑暗,Perfect Dark (Japan) 完美黑暗,perfect dark japan 完美黑暗,7,0.9854514423950328
Perfect Dark (USA),完美黑暗,Perfect Dark (USA) 完美黑暗,perfect dark usa 完美黑暗,5,0.992435273997028
Perfect Dark (USA) (Rev 1),完美黑暗,Perfect Dark (USA) (Rev 1) 完美黑暗,perfect dark usa rev 完美黑暗,9,0.9613594661426178
Perfect Dark (Europe) (2000-04-26) (Debug),完美黑暗,Perfect Dark (Europe) (2000-04-26) (Debug) 完美黑暗,perfect dark europe debug 完美黑暗,1,0.9929234182419597
Perfect Dark (USA) (2000-03-22) (Debug),完美黑暗,Perfect Dark (USA) (2000-03-22) (Debug) 完美黑暗,perfect dark usa debug 完美黑暗,5,0.994126914302926
PGA European Tour (USA),PGA欧洲巡回赛,PGA European Tour (USA) PGA欧洲巡回赛,pga european tour usa pga欧洲巡回赛,5,0.995681539303361
"PGA European Tour Golf (Europe) (En,Fr,De,Es,It)",PGA欧洲巡回赛,"PGA European Tour Golf (Europe) (En,Fr,De,Es,It) PGA欧洲巡回赛",pga european tour golf europe enfrdeesit pga欧洲巡回赛,4,0.9762735399291866
"PGA European Tour Golf (Europe) (En,De) (Version B.29) (Beta)",PGA欧洲巡回赛,"PGA European Tour Golf (Europe) (En,De) (Version B.29) (Beta) PGA欧洲巡回赛",pga european tour golf europe ende version b beta pga欧洲巡回赛,1,0.9939251678607014
Pikachuu Genki de Chuu (Japan) (Beta),你好-皮卡丘!,Pikachuu Genki de Chuu (Japan) (Beta) 你好-皮卡丘!,pikachuu genki de chuu japan beta 你好皮卡丘,7,0.9876750769966204
Pikachuu Genki de Chuu (Japan),你好-皮卡丘!,Pikachuu Genki de Chuu (Japan) 你好-皮卡丘!,pikachuu genki de chuu japan 你好皮卡丘,7,0.9876157026497848
"Pilotwings 64 (Europe) (En,Fr,De)",飞行俱乐部64,"Pilotwings 64 (Europe) (En,Fr,De) 飞行俱乐部64",pilotwings europe enfrde 飞行俱乐部,1,0.96857276754629
Pilotwings 64 (Japan),飞行俱乐部64,Pilotwings 64 (Japan) 飞行俱乐部64,pilotwings japan 飞行俱乐部,7,0.9837205731666506
Pilotwings 64 (USA),飞行俱乐部64,Pilotwings 64 (USA) 飞行俱乐部64,pilotwings usa 飞行俱乐部,5,0.9918425248286005
Pilotwings 64 (USA) (LodgeNet),飞行俱乐部64,Pilotwings 64 (USA) (LodgeNet) 飞行俱乐部64,pilotwings usa lodgenet 飞行俱乐部,5,0.9836628347972205
Pokemon Puzzle League (Europe),口袋妖怪方块联赛,Pokemon Puzzle League (Europe) 口袋妖怪方块联赛,pokemon puzzle league europe 口袋妖怪方块联赛,6,0.9330230617964689
Pokemon Puzzle League (France),口袋妖怪方块联赛,Pokemon Puzzle League (France) 口袋妖怪方块联赛,pokemon puzzle league france 口袋妖怪方块联赛,6,0.9320473494384042
Pokemon Puzzle League (Germany),口袋妖怪方块联赛,Pokemon Puzzle League (Germany) 口袋妖怪方块联赛,pokemon puzzle league germany 口袋妖怪方块联赛,6,0.9323629882398488
Pokemon Puzzle League (USA),口袋妖怪方块联赛,Pokemon Puzzle League (USA) 口袋妖怪方块联赛,pokemon puzzle league usa 口袋妖怪方块联赛,6,0.9311284968363039
Pokemon Puzzle League (Europe) (Wii Virtual Console),口袋妖怪方块联赛,Pokemon Puzzle League (Europe) (Wii Virtual Console) 口袋妖怪方块联赛,pokemon puzzle league europe wii virtual console 口袋妖怪方块联赛,6,0.9262693951109386
Pokemon Puzzle League (France) (Wii Virtual Console),口袋妖怪方块联赛,Pokemon Puzzle League (France) (Wii Virtual Console) 口袋妖怪方块联赛,pokemon puzzle league france wii virtual console 口袋妖怪方块联赛,6,0.9255692846345128
Pokemon Puzzle League (Germany) (Wii Virtual Console),口袋妖怪方块联赛,Pokemon Puzzle League (Germany) (Wii Virtual Console) 口袋妖怪方块联赛,pokemon puzzle league germany wii virtual console 口袋妖怪方块联赛,6,0.9259589665550594
Pokemon Puzzle League (USA) (Wii Virtual Console),口袋妖怪方块联赛,Pokemon Puzzle League (USA) (Wii Virtual Console) 口袋妖怪方块联赛,pokemon puzzle league usa wii virtual console 口袋妖怪方块联赛,6,0.9237993959281687
Pokemon Snap (Japan),口袋妖怪写真,Pokemon Snap (Japan) 口袋妖怪写真,pokemon snap japan 口袋妖怪写真,6,0.9155461369919731
Pokemon Snap (Australia),口袋妖怪写真,Pokemon Snap (Australia) 口袋妖怪写真,pokemon snap australia 口袋妖怪写真,6,0.9314010975918493
Pokemon Snap (Europe),口袋妖怪写真,Pokemon Snap (Europe) 口袋妖怪写真,pokemon snap europe 口袋妖怪写真,6,0.920277120017086
Pokemon Snap (France),口袋妖怪写真,Pokemon Snap (France) 口袋妖怪写真,pokemon snap france 口袋妖怪写真,6,0.9204349762435452
Pokemon Snap (Germany),口袋妖怪写真,Pokemon Snap (Germany) 口袋妖怪写真,pokemon snap germany 口袋妖怪写真,6,0.9205697526877032
Pokemon Snap (Italy),口袋妖怪写真,Pokemon Snap (Italy) 口袋妖怪写真,pokemon snap italy 口袋妖怪写真,6,0.9257665036020168
Pokemon Snap (Spain),口袋妖怪写真,Pokemon Snap (Spain) 口袋妖怪写真,pokemon snap spain 口袋妖怪写真,6,0.9257665036020168
Pokemon Snap (USA),口袋妖怪写真,Pokemon Snap (USA) 口袋妖怪写真,pokemon snap usa 口袋妖怪写真,6,0.9110045561071787
Pokemon Snap (Japan) (Rev 1) (Wii Virtual Console),口袋妖怪写真,Pokemon Snap (Japan) (Rev 1) (Wii Virtual Console) 口袋妖怪写真,pokemon snap japan rev wii virtual console 口袋妖怪写真,6,0.9265354291200188
Pokemon Snap (USA) (LodgeNet),口袋妖怪写真,Pokemon Snap (USA) (LodgeNet) 口袋妖怪写真,pokemon snap usa lodgenet 口袋妖怪写真,6,0.9242704852646596
Pokemon Snap Station (USA) (Demo) (Kiosk),口袋妖怪写真,Pokemon Snap Station (USA) (Demo) (Kiosk) 口袋妖怪写真,pokemon snap station usa demo kiosk 口袋妖怪写真,6,0.9645903837842772
Pokemon Stadium (Japan),口袋妖怪竞技场,Pokemon Stadium (Japan) 口袋妖怪竞技场,pokemon stadium japan 口袋妖怪竞技场,6,0.8421598014499178
Pokemon Stadium (Europe),口袋妖怪竞技场,Pokemon Stadium (Europe) 口袋妖怪竞技场,pokemon stadium europe 口袋妖怪竞技场,6,0.8331248900813674
Pokemon Stadium (Europe) (Rev 1),口袋妖怪竞技场,Pokemon Stadium (Europe) (Rev 1) 口袋妖怪竞技场,pokemon stadium europe rev 口袋妖怪竞技场,6,0.8473323876465608
Pokemon Stadium (France),口袋妖怪竞技场,Pokemon Stadium (France) 口袋妖怪竞技场,pokemon stadium france 口袋妖怪竞技场,6,0.8452912329998465
Pokemon Stadium (Germany),口袋妖怪竞技场,Pokemon Stadium (Germany) 口袋妖怪竞技场,pokemon stadium germany 口袋妖怪竞技场,6,0.8446731981395837
Pokemon Stadium (Italy),口袋妖怪竞技场,Pokemon Stadium (Italy) 口袋妖怪竞技场,pokemon stadium italy 口袋妖怪竞技场,6,0.8549391569445809
Pokemon Stadium (Spain),口袋妖怪竞技场,Pokemon Stadium (Spain) 口袋妖怪竞技场,pokemon stadium spain 口袋妖怪竞技场,6,0.8549391569445809
Pokemon Stadium (USA),口袋妖怪竞技场,Pokemon Stadium (USA) 口袋妖怪竞技场,pokemon stadium usa 口袋妖怪竞技场,6,0.822774279619457
